spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.executor.memory,spark.executor.cores,spark.executor.memoryOverhead,spark.executor.instances,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,runtime
0.0,0.0,13.0,6.0,1237.0,12.0,29.0,1.0,0.0,441.0,40.0,62.0,7.0,1610904256.0,0.65,0.59,1.0,1429117054.0,2083666982.0,39.0,0.0,588.0,1.0,46.0,2.0,417.0,10.0,260.366
1.0,981.0,12.0,6.0,781.0,13.0,49.0,0.0,1.0,374.0,85.0,35.0,2.0,1231964250.0,0.79,0.54,1.0,1869955039.0,1447389591.0,59.0,1.0,866.0,0.0,19.0,3.0,469.0,9.0,289.084
0.0,0.0,11.0,5.0,1312.0,13.0,20.0,1.0,0.0,316.0,74.0,43.0,6.0,1487637587.0,0.74,0.76,1.0,1948001353.0,1964395777.0,62.0,1.0,590.0,1.0,29.0,2.0,288.0,7.0,275.679
1.0,835.0,11.0,6.0,1273.0,10.0,19.0,1.0,0.0,281.0,114.0,89.0,1.0,1421714944.0,0.73,0.68,0.0,1692435712.0,1773480192.0,37.0,0.0,794.0,1.0,39.0,3.0,272.0,5.0,256.135
1.0,842.0,11.0,6.0,1226.0,10.0,22.0,1.0,0.0,277.0,110.0,86.0,1.0,1496318848.0,0.72,0.69,0.0,1693028736.0,1758422528.0,40.0,0.0,796.0,1.0,38.0,3.0,276.0,5.0,268.333
1.0,833.0,11.0,6.0,1248.0,10.0,22.0,1.0,0.0,301.0,96.0,85.0,1.0,1563063808.0,0.73,0.68,0.0,1671423744.0,1719529216.0,41.0,0.0,780.0,1.0,37.0,3.0,271.0,5.0,256.52
1.0,901.0,13.0,6.0,1590.0,13.0,28.0,1.0,1.0,240.0,41.0,78.0,6.0,1534611912.0,0.57,0.53,0.0,1354397459.0,1411084909.0,66.0,0.0,726.0,1.0,29.0,4.0,378.0,10.0,282.27
1.0,958.0,9.0,4.0,824.0,10.0,55.0,0.0,0.0,254.0,37.0,58.0,9.0,1202447851.0,0.73,0.68,1.0,1680589687.0,1859242328.0,38.0,0.0,562.0,0.0,48.0,1.0,500.0,3.0,772.208
0.0,0.0,13.0,6.0,865.0,10.0,46.0,0.0,0.0,335.0,52.0,94.0,10.0,2011997616.0,0.71,0.63,1.0,1656267937.0,1539759615.0,71.0,0.0,711.0,1.0,25.0,1.0,121.0,10.0,255.037
1.0,843.0,11.0,6.0,1328.0,10.0,19.0,1.0,0.0,278.0,115.0,87.0,1.0,1451793920.0,0.71,0.67,0.0,1717664384.0,1779187072.0,38.0,1.0,792.0,1.0,38.0,3.0,271.0,5.0,273.234
1.0,816.0,11.0,6.0,1339.0,10.0,19.0,1.0,0.0,277.0,113.0,92.0,1.0,1435687424.0,0.72,0.66,0.0,1708332288.0,1727259392.0,39.0,1.0,771.0,1.0,38.0,3.0,273.0,5.0,254.729
1.0,787.0,11.0,6.0,1205.0,11.0,24.0,1.0,0.0,309.0,101.0,92.0,1.0,1487831040.0,0.71,0.69,0.0,1643175936.0,1707869440.0,43.0,1.0,769.0,1.0,36.0,3.0,268.0,5.0,264.415
0.0,0.0,14.0,7.0,1687.0,9.0,9.0,1.0,1.0,241.0,116.0,47.0,1.0,2136257627.0,0.59,0.59,0.0,1984652698.0,1611482311.0,51.0,0.0,943.0,1.0,23.0,4.0,364.0,10.0,256.12
1.0,948.0,13.0,6.0,842.0,13.0,18.0,1.0,0.0,477.0,115.0,111.0,5.0,1698072762.0,0.51,0.68,1.0,1428460169.0,2134496418.0,44.0,0.0,752.0,1.0,43.0,5.0,248.0,8.0,271.402
1.0,744.0,11.0,5.0,1292.0,10.0,12.0,0.0,1.0,385.0,65.0,101.0,1.0,1875496101.0,0.75,0.83,1.0,1275048506.0,1382504225.0,67.0,0.0,684.0,0.0,33.0,2.0,363.0,7.0,353.403
1.0,810.0,11.0,6.0,1331.0,10.0,21.0,1.0,0.0,284.0,114.0,100.0,1.0,1431466752.0,0.71,0.65,0.0,1717673344.0,1702036224.0,39.0,0.0,757.0,1.0,38.0,3.0,270.0,5.0,270.355
1.0,807.0,11.0,6.0,1298.0,10.0,22.0,1.0,0.0,277.0,107.0,87.0,1.0,1448752384.0,0.72,0.67,0.0,1702086272.0,1702984704.0,41.0,0.0,769.0,1.0,35.0,3.0,288.0,5.0,273.376
1.0,803.0,11.0,6.0,1208.0,10.0,24.0,1.0,0.0,304.0,99.0,83.0,1.0,1498668928.0,0.72,0.67,0.0,1714887936.0,1639338240.0,40.0,0.0,770.0,1.0,34.0,3.0,269.0,6.0,381.139
0.0,0.0,13.0,6.0,1141.0,14.0,3.0,1.0,1.0,430.0,87.0,101.0,3.0,1510909085.0,0.51,0.8,0.0,1424576649.0,2049150418.0,39.0,0.0,763.0,1.0,46.0,2.0,235.0,6.0,271.118
1.0,873.0,11.0,5.0,1142.0,10.0,5.0,1.0,1.0,299.0,33.0,54.0,3.0,1847811402.0,0.85,0.78,1.0,1969841403.0,1885927275.0,41.0,1.0,685.0,0.0,32.0,2.0,100.0,6.0,572.569
0.0,0.0,13.0,6.0,1547.0,11.0,56.0,1.0,1.0,226.0,121.0,42.0,3.0,2065931954.0,0.55,0.89,1.0,1812930479.0,1922941884.0,40.0,0.0,607.0,1.0,18.0,3.0,442.0,5.0,251.595
0.0,0.0,14.0,7.0,1691.0,9.0,10.0,1.0,1.0,242.0,110.0,47.0,1.0,2073684736.0,0.6,0.6,0.0,1959431552.0,1601900672.0,50.0,1.0,914.0,1.0,24.0,4.0,343.0,10.0,251.495
0.0,0.0,14.0,7.0,1615.0,10.0,11.0,1.0,1.0,258.0,113.0,50.0,1.0,2061266176.0,0.61,0.59,0.0,1943310336.0,1625161216.0,50.0,1.0,917.0,1.0,25.0,4.0,375.0,9.0,261.807
0.0,0.0,13.0,6.0,1392.0,10.0,11.0,1.0,1.0,279.0,106.0,55.0,1.0,2044287104.0,0.62,0.65,0.0,1860043136.0,1604898432.0,51.0,1.0,894.0,1.0,27.0,3.0,353.0,8.0,272.974
0.0,0.0,8.0,4.0,732.0,14.0,59.0,0.0,1.0,303.0,49.0,75.0,8.0,1917849744.0,0.58,0.86,1.0,1225163480.0,1334909750.0,71.0,0.0,642.0,1.0,32.0,3.0,402.0,6.0,442.151
1.0,781.0,11.0,5.0,1348.0,13.0,23.0,0.0,0.0,487.0,63.0,78.0,8.0,2092275004.0,0.52,0.75,1.0,1870764165.0,1431539762.0,60.0,0.0,567.0,1.0,30.0,4.0,167.0,10.0,263.085
0.0,0.0,8.0,4.0,526.0,12.0,8.0,1.0,0.0,435.0,42.0,58.0,7.0,1622646135.0,0.6,0.69,1.0,1892133011.0,1580127799.0,29.0,1.0,614.0,1.0,36.0,2.0,155.0,2.0,415.584
0.0,0.0,14.0,7.0,1637.0,9.0,10.0,1.0,1.0,260.0,111.0,48.0,1.0,2040111616.0,0.62,0.6,0.0,1916901888.0,1580490752.0,51.0,0.0,900.0,1.0,25.0,4.0,337.0,10.0,259.791
0.0,0.0,14.0,7.0,1572.0,9.0,12.0,1.0,1.0,257.0,104.0,49.0,1.0,2048691456.0,0.6,0.62,0.0,1914271488.0,1598170368.0,50.0,0.0,898.0,1.0,26.0,4.0,352.0,10.0,265.0
0.0,0.0,13.0,7.0,1334.0,10.0,12.0,1.0,1.0,297.0,99.0,59.0,1.0,1829969152.0,0.65,0.64,0.0,1827168384.0,1628490880.0,50.0,0.0,863.0,1.0,27.0,4.0,316.0,8.0,258.98
0.0,0.0,11.0,5.0,1017.0,8.0,60.0,1.0,0.0,312.0,73.0,73.0,5.0,1776644691.0,0.7,0.74,1.0,1234792616.0,1568067344.0,32.0,1.0,517.0,1.0,33.0,1.0,308.0,2.0,254.819
1.0,653.0,13.0,6.0,1549.0,14.0,11.0,1.0,0.0,320.0,37.0,56.0,9.0,1905324816.0,0.75,0.81,0.0,1336327945.0,1655307057.0,59.0,0.0,797.0,1.0,41.0,3.0,383.0,1.0,252.697
0.0,0.0,9.0,4.0,1039.0,14.0,54.0,1.0,0.0,221.0,128.0,76.0,2.0,1547290770.0,0.76,0.71,1.0,1611579602.0,1361695495.0,27.0,0.0,927.0,0.0,43.0,4.0,352.0,6.0,876.357
0.0,0.0,13.0,7.0,1338.0,10.0,14.0,1.0,1.0,297.0,95.0,60.0,1.0,1830345984.0,0.65,0.64,0.0,1786257664.0,1658293504.0,49.0,1.0,856.0,1.0,29.0,4.0,316.0,8.0,265.112
0.0,0.0,13.0,7.0,1360.0,10.0,13.0,1.0,1.0,323.0,96.0,63.0,1.0,1764799872.0,0.66,0.67,0.0,1748701568.0,1640638720.0,49.0,1.0,828.0,1.0,29.0,4.0,291.0,8.0,286.993
0.0,0.0,12.0,6.0,1199.0,10.0,14.0,1.0,1.0,337.0,96.0,68.0,1.0,1785763840.0,0.69,0.68,0.0,1703310592.0,1641589376.0,50.0,1.0,814.0,1.0,29.0,3.0,302.0,7.0,280.591
1.0,929.0,9.0,4.0,631.0,11.0,26.0,1.0,1.0,385.0,47.0,116.0,4.0,1126683623.0,0.73,0.68,1.0,1352360304.0,1202126469.0,48.0,1.0,776.0,1.0,19.0,5.0,417.0,2.0,525.416
0.0,0.0,13.0,6.0,868.0,11.0,62.0,0.0,0.0,348.0,107.0,89.0,4.0,1347178077.0,0.52,0.55,0.0,1817495333.0,1336071364.0,36.0,1.0,999.0,0.0,19.0,1.0,275.0,8.0,296.041
1.0,657.0,8.0,4.0,936.0,14.0,27.0,0.0,1.0,231.0,111.0,42.0,10.0,1982060344.0,0.79,0.76,0.0,2128013557.0,1561163198.0,51.0,1.0,926.0,0.0,27.0,3.0,435.0,7.0,1065.914
1.0,633.0,13.0,6.0,1544.0,13.0,9.0,1.0,0.0,312.0,45.0,59.0,9.0,1882730496.0,0.76,0.81,0.0,1387621632.0,1675195520.0,58.0,1.0,808.0,1.0,41.0,3.0,386.0,1.0,275.144
1.0,665.0,13.0,6.0,1462.0,14.0,11.0,1.0,0.0,319.0,43.0,62.0,9.0,1830249472.0,0.73,0.79,0.0,1396382848.0,1638666240.0,56.0,1.0,784.0,1.0,39.0,3.0,362.0,1.0,271.427
1.0,688.0,13.0,6.0,1412.0,14.0,14.0,1.0,0.0,321.0,46.0,68.0,8.0,1832908288.0,0.73,0.76,0.0,1402563968.0,1614992768.0,55.0,1.0,783.0,1.0,39.0,3.0,357.0,1.0,262.69
0.0,0.0,10.0,5.0,752.0,10.0,28.0,0.0,0.0,366.0,34.0,69.0,5.0,1416443009.0,0.58,0.63,0.0,1560650920.0,2020296300.0,37.0,0.0,887.0,0.0,35.0,2.0,307.0,7.0,905.183
1.0,828.0,9.0,4.0,676.0,12.0,11.0,0.0,0.0,253.0,83.0,75.0,7.0,1803532074.0,0.73,0.78,0.0,1695159819.0,2147126958.0,52.0,1.0,742.0,0.0,46.0,1.0,304.0,5.0,774.02
1.0,1008.0,8.0,4.0,826.0,8.0,61.0,0.0,1.0,363.0,98.0,90.0,5.0,1309871365.0,0.78,0.53,0.0,1998543286.0,1755182404.0,36.0,0.0,643.0,1.0,35.0,5.0,109.0,6.0,759.576
1.0,686.0,13.0,6.0,1397.0,14.0,14.0,1.0,0.0,325.0,50.0,69.0,8.0,1816860416.0,0.75,0.75,0.0,1407627776.0,1594192896.0,53.0,0.0,782.0,1.0,39.0,3.0,352.0,1.0,263.989
1.0,686.0,13.0,6.0,1336.0,14.0,16.0,1.0,0.0,322.0,50.0,71.0,8.0,1740400384.0,0.75,0.75,0.0,1460843008.0,1611440384.0,53.0,0.0,776.0,1.0,38.0,3.0,356.0,1.0,262.163
1.0,690.0,12.0,6.0,1259.0,13.0,18.0,1.0,0.0,325.0,58.0,71.0,7.0,1647939584.0,0.74,0.76,0.0,1436507392.0,1579097088.0,50.0,0.0,761.0,1.0,35.0,3.0,341.0,1.0,279.965
0.0,0.0,8.0,4.0,765.0,14.0,22.0,1.0,1.0,399.0,128.0,77.0,5.0,1347154448.0,0.89,0.55,1.0,1541962064.0,1098144104.0,54.0,1.0,851.0,1.0,33.0,1.0,473.0,4.0,659.511
0.0,0.0,8.0,4.0,737.0,10.0,49.0,1.0,0.0,423.0,61.0,122.0,10.0,1740124116.0,0.81,0.73,1.0,1678537938.0,1339364097.0,67.0,0.0,568.0,1.0,34.0,1.0,457.0,7.0,740.621
0.0,0.0,12.0,6.0,862.0,12.0,59.0,0.0,1.0,284.0,60.0,112.0,6.0,1335143651.0,0.89,0.82,1.0,1136378410.0,1981417640.0,48.0,1.0,964.0,0.0,34.0,5.0,280.0,10.0,289.168
1.0,693.0,13.0,6.0,1323.0,14.0,16.0,1.0,0.0,320.0,52.0,74.0,8.0,1746439296.0,0.75,0.73,0.0,1508907520.0,1606250624.0,53.0,1.0,770.0,1.0,38.0,3.0,341.0,1.0,281.85
1.0,697.0,12.0,6.0,1382.0,14.0,17.0,1.0,0.0,332.0,54.0,72.0,8.0,1751072384.0,0.74,0.72,0.0,1512282112.0,1623688704.0,52.0,1.0,771.0,1.0,36.0,3.0,346.0,1.0,271.76
1.0,684.0,12.0,6.0,1280.0,13.0,20.0,1.0,0.0,337.0,60.0,76.0,7.0,1640023296.0,0.73,0.71,0.0,1551077888.0,1623467264.0,49.0,1.0,783.0,1.0,35.0,3.0,324.0,1.0,265.607
