spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime
39.86148598328253,0.017195209843277454,0.1360791228587348,303.3313264314478,5.615170399503528,12.119427278720146,12.645452643487564,530.4814954894366,125.39995324395913,54.02476637150325,6.2324450629604975,1729716802.202468,0.8555669467846669,0.4719778625947828,400.60214844567747,0.7643393650826897,0.25335054419864733,2006096645.4684,1543923229.2328126,68.28143211072744,0.3280657781645488,720.4239744700158,0.9203452497621697,36.67750377237111,4.124991897946304,487.65749371019587,0.6151354784875299,1.8237318887740521,250.236
25.85907762233839,0.7510306929380599,0.4678554893466865,466.97869414681725,4.074737543291308,10.828758236430058,11.103449783755812,1379.0918596091847,52.98190535082127,103.22566326816724,8.2300032565068,1385629469.2847993,0.591086963702259,0.6972388970552008,91.01055995866164,0.7947142102543738,0.01706520680169334,1752981670.6233993,2131798358.0807288,55.01716761052366,0.6043865233004526,867.5046225024166,0.3274632139785256,18.61972033147363,1.3868806287333184,394.5955735615454,0.7550857996150255,7.4852983018814525,285.519
62.482761024672335,0.9557040454976435,0.26359098187462776,431.64789515887105,4.558219125093221,11.672274924792253,10.836693042313176,937.1632694314122,68.21022557297457,124.16089961848724,3.0383915546590363,1478354332.4581146,0.7906536777543585,0.25499884041924603,268.21804772146993,0.555926753397126,0.9609424828071464,1373940570.7105832,1277946572.7797205,32.00017598363076,0.7804072521442441,761.4801844151245,0.0290654538229765,44.232846519400766,3.5142079604209027,104.62686692735133,0.8332811476140027,3.134581199360325,378.466
48.380571923337335,0.6183561963240949,0.9121149228177566,265.5235146267662,6.433916926652755,9.229891852395163,9.857591913065564,1241.185402905328,39.60154323797552,36.08185166056043,5.3961925192320415,2079599097.271387,0.5665781229921173,0.9343380325139031,601.6639684124086,0.8682884159262416,0.7479991205246529,1433050580.9775367,1854913618.5788603,31.293981847590796,0.9645418708707086,635.0817431625655,0.7080405727269901,25.24663301510962,2.139992347765652,350.5538132668173,0.6701310652949963,4.551204839392637,328.628
16.17153551119518,0.4178928839616154,0.5199709701937666,375.27170014374644,5.0655068066339455,8.327043683613814,13.938409329779684,1705.7421211013511,82.7824619035792,75.51748204555392,9.100786458358337,1967652593.1577342,0.6843667732413428,0.051391180043047505,1001.1212571470751,0.6066422466021618,0.4764175503864413,1187145483.7147427,1773541980.2499251,63.19442743682947,0.15631707390011976,516.2119747420002,0.6437113274312106,41.14684420757136,2.8776032934565654,229.65743047092957,0.8351221742606847,9.808693398570584,260.255
6.568095173097824,0.30356990951092666,0.8310415491250456,233.1739012113345,6.950187403619691,13.90445598880941,8.173336963534302,806.1013565242702,106.89718866247517,81.94992509661361,2.3603822243819463,1251346994.9593616,0.7381280655633423,0.5581612730785421,754.4213973059587,0.6734931652583505,0.6278002629502122,1932810832.9767861,1119580837.6261742,41.12957205301068,0.48225645786952454,987.1140118496412,0.36637791205150677,28.209906524524392,4.510524425440591,297.2628461351404,0.5553377395677805,5.783777308330171,1024.803
2.0,0.2696776719986461,0.0,200.0,4.0,8.0,8.0,384.0,32.0,32.0,1.0,1073741567.0,0.5,0.0,0.4186921179249234,0.5428544182874724,0.0,1073741823.0,1073741823.0,24.0,0.0,500.0,0.9078890342574651,16.0,1.2564177283590654,100.0,0.5,1.0,358.034
2.0,1.0,0.0,200.0,4.0,8.0,8.0,384.0,32.0,32.0,1.0,1073741567.0,0.5,0.0,1.9374658280887012,0.9,0.0,1073741823.0,1073741823.0,24.0,0.5992000999261923,500.0,0.0,16.0,1.0,100.0,0.5,1.0,358.034
2.0,0.20686603761026637,0.0,200.0,4.0,8.0,8.0,384.0,32.0,32.0,1.0,1073741567.0,0.9,0.0,0.6506149917856654,0.5,0.43776668733477203,1073741823.0,1073741823.0,24.0,0.0,500.0,0.0,16.0,1.0,100.0,0.5,1.0,358.034
45.83949322541434,0.49044249970658427,0.745890608549534,339.9536328452645,5.912434096023415,12.378359666300426,13.92232096552516,1651.516900721302,75.27882626422746,75.61498109332837,8.972430730349792,2050253633.4569407,0.5788134046056478,0.1134890586629621,884.0176478231975,0.7818439837023321,0.7161241665211443,1503497914.710108,1898213626.4347525,66.45730346833992,0.15192086753270717,882.7192341316047,0.6884882626856084,43.67696953976163,4.862188219120274,374.7779410915546,0.8369162551337157,8.977731065691765,260.604
