,target,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold
1,533.08,44.47539411429542,0.4063148196265784,0.9511066007161233,253.0980408497561,5.717991994219735,8.588456958007601,9.735808138692814,1462.4336355092564,114.35276567872228,74.64693351629926,7.394201314494033,1849301501.076326,0.8080006950603162,0.7332572894212855,32.58915391061072,0.6352214998691508,0.6188257013010089,1148838641.8124964,1572458723.9620728,59.96690829535534,0.49787997104817694,709.408488323538,0.8580787796026778,38.08103391098716,3.591065820135599,416.7907450795747,0.5416079914290499,1.4291700367853906
2,313.595,60.785618637829494,0.23962873493220277,0.353652582555749,416.7463958321064,6.018189743033875,11.365172713334148,13.245871216949372,1728.5348666055365,38.136755199148226,113.92656853645843,9.884269475259359,1525636661.2894378,0.5321123634194235,0.3918209407848501,653.0259315280522,0.8074726745007295,0.297062350775088,1521583976.5520494,1362803712.3973496,39.508285727621285,0.6889795131645369,866.8948248548033,0.7627317984438032,47.16997215118775,1.231552958087179,294.9882789068046,0.5884644034959107,6.995983974318305
3,733.651,23.14910162895315,0.5553582765862428,0.6813414280958553,374.14671115185627,4.9685861231451565,9.23661766525377,8.812775856905207,512.8278692179123,56.46003243867003,110.22294198393729,6.689338826485217,2033057507.8546262,0.6583682890297741,0.5577604294512895,457.70793884879924,0.5383826689089674,0.48954720377521155,1759948978.6444538,1843636930.1840975,45.76493832466382,0.17728323225291873,562.5579424456936,0.37573265313586146,22.237544077560813,2.226874849777012,224.82392988591437,0.8266881142436168,8.256663284062922
4,606.895,14.316763140630204,0.9823386332944921,0.6256914616446194,214.5150737360863,6.718800968969013,12.369747081593777,10.40424213764337,875.869833260211,107.72554405830783,83.85684003864964,1.2206020892417861,1107626134.5730538,0.6212095740947617,0.3241767817476967,937.5916194745012,0.8766155226606891,0.7441763216114189,2124195457.3644679,1982919947.4092507,69.73594302080222,0.5137545361525477,660.561461951089,0.6425927375490796,31.38368734162194,3.7397527552195573,497.50474126937775,0.7478320536857201,4.583286468583425
5,291.355,6.808611652073668,0.7436787809591799,0.32607889866081985,477.9656131905818,4.290129299046135,13.174067978861752,11.756848295614642,1099.208315353216,94.27499625359266,56.39254888117104,3.7861703539688687,1778529988.3186707,0.869520392133383,0.9218207626786358,802.5051850803092,0.7324647166807516,0.04415741546601078,1948975265.84516,1196867368.5714648,26.594867460937614,0.043574912606196406,755.8654038657512,0.16752630586330938,21.206041298838947,4.481010487757161,121.45899379419973,0.8881970734082989,9.858353746229204
6,274.617,42.74683692692351,0.0335136864320039,0.0009238756914839996,326.4228116374793,5.29044359689304,10.633259209587177,12.28810168113637,731.8711473822866,79.55514197930077,42.27657717532992,5.01335081811617,1316447704.8695488,0.7281271520284016,0.14376530056018294,172.53658195248175,0.5886604707108825,0.992542202114624,1269754190.3104386,1768567740.2269273,51.167790813956834,0.9009652259085652,959.226045152393,0.12852383166699163,32.691739032435144,2.424150511638044,341.53965481271996,0.6680519478430001,2.8175270358298246
7,532.864,38.323786576922906,0.09876484553995521,0.0,322.76627647851217,4.963634588152901,10.58829619640378,11.45011470173524,384.0,79.3218486752258,32.0,3.407607689702562,1226035684.2754576,0.6777722075169665,0.0,73.52957085452006,0.5428544182874727,0.8536226581410493,1162645003.0985425,1642355495.515531,50.60508323177801,0.6844230412897594,904.3424714551572,0.32475202977412154,30.365186711040188,1.780314789631149,329.6337968187088,0.6401234375144998,1.0
8,275.79,38.76609161192297,0.09223972962916008,0.0,323.13192999440884,4.996315489026915,10.59279249772212,11.533913399675352,417.7004977872152,79.34517800563329,32.0,3.5681820025439226,1235076886.3348668,0.68280770196811,0.0,83.43027196431623,0.6716165506004431,0.8675146125384068,1173355921.8197322,1654976719.9866705,50.661353989995895,0.7060772597516399,909.8308288248808,0.0,30.59784194317968,1.8446983618318384,330.8243826181099,0.64291628854735,1.0
9,288.587,39.164166143423024,0.08636712530944446,0.0,323.4610181587159,5.025728299813528,10.596839168908627,11.609332227821454,449.11756274672234,79.36617440300003,32.0,3.7126988841011475,1243213968.188335,0.768914657082664,0.0,92.34090296313278,0.5139999988102778,0.8800173714960284,1182995748.6688027,1666335822.0106962,50.71199767239199,0.7255660563673325,914.7703504576319,0.0,30.80723165210523,1.902643576812459,331.8959098375709,0.6454298544769149,1.0
10,285.77,39.52243322177307,0.08108178142170042,0.0,323.75719750659226,5.052199829521479,10.600481172976481,11.677209173152946,477.39292121027876,79.3850711606301,32.0,3.8427640775026495,1250537341.8564563,0.6914183974795655,0.0,100.36047086206767,0.5214660460003383,0.891269854557888,1191671592.8329663,1676559013.8323193,50.75757698654847,0.7431059733214558,919.2159199271081,0.27157418808708933,30.99568239013822,1.9547942702950176,332.8602843350858,0.6476920638135234,1.6530037952405088
