,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,runtime
0,226.86249983118307,2.5938630744465447,6.261043614564869,5.948737722909595,657.6824509227789,0.674871679260466,0.7823689167341987,2093266295.0796576,57.70144082047158,24.889142462253563,-2812.9268800000013
1,471.7347958176224,1.623735245622408,6.7021902652564265,6.307245827387211,512.8708848319183,0.5002018501106356,0.7529280134151459,2027727390.8450725,60.16555453095418,25.13734788014303,-2811.666330000001
2,201.71361835989288,2.969885207074556,7.022991620668855,5.777729274065159,660.1320236457457,0.7769212666577975,0.5860713784818473,2087191102.8654299,47.59071414981109,31.035871132692385,-2809.1260100000013
3,203.27550740361815,2.177448282970545,7.269183092971183,6.963126073785908,629.0308338878399,0.7564602988841151,0.5996132539750021,2129652757.7829201,65.76018868379155,36.22519340843213,-2809.064670000001
4,280.45195687695133,1.3648674985890505,6.491444310510021,4.724482082144515,587.6287890158578,0.6934385279716476,0.5894932200870144,2112623908.705553,39.38805184459612,38.39361373640864,-2807.822400000001
5,230.9067130890092,2.347809941987429,6.349207892032901,4.863152281530208,534.7836185254696,0.7827695753201128,0.5530067371631945,2048344295.4161325,58.012989078743686,45.970502274357244,-2807.0062300000013
6,362.0287923083117,2.8891027857832725,6.545517059622412,6.326741107484203,455.8832826004616,0.8308196892973022,0.6150969258748813,1826126595.213849,43.00825591369307,18.873628413550396,-2804.4507300000014
7,391.67539650971435,2.0844554178178614,5.200575010433765,6.519709300672959,399.1725459496612,0.8502058766598098,0.7493553964200514,1398556476.4007888,36.82663471080859,19.192073968561278,-2803.1833300000017
8,482.4346338240845,2.7607153511879163,5.522659924280674,4.236436259324517,716.6773561475586,0.5440267428529872,0.6554066130550174,1980711548.205812,46.03271315357365,43.95870558382275,-2803.168700000001
9,204.9017160613747,2.4568465839276667,4.170617782473027,5.540753735042669,823.4181514985374,0.6590273103375737,0.6301248762774985,1983374571.603139,49.303360771004854,40.022710909864735,-2802.9760200000014
10,281.2286154667962,3.4954688829183884,4.165862038733264,4.815029096128925,757.5072041224703,0.7607459890059556,0.7597687974533374,1861359003.090942,49.19551692917284,20.880164632046643,-2802.7247900000016
11,362.0,3.0,5.0,5.0,716.0,0.5400000214576721,0.6499999761581421,1943245056.0,47.0,41.0,-2802.366240000001
12,400.53448423977983,3.4188156849041627,4.054246955151147,3.9729449889677464,395.7873595033749,0.8233478287621234,0.7522999669195276,1776947474.9269054,25.76639049759963,43.471057799957265,-2800.3888200000015
13,362.0,3.0,5.0,5.0,722.0,0.5899999737739563,0.6700000166893005,1927245952.0,46.0,38.0,-2800.1091200000014
14,485.0,2.0,7.0,6.0,503.0,0.6000000238418579,0.7400000095367432,1777048064.0,62.0,24.0,-2800.0406400000024
15,314.78236829830803,3.1266711536308978,7.55305129790905,5.286516831081424,709.7605852553891,0.8916427052344782,0.7944460014694474,1257663452.813169,70.23570288160226,27.2514928819405,-2799.5162000000005
16,499.5203698033364,1.7612747495336676,5.842274495189165,3.36990870276741,768.2678557687191,0.5209413050806667,0.7406980703082133,1858818428.1587834,62.31803082963323,40.834383608457784,-2798.7982500000016
17,292.1189803826157,2.7077476538910807,4.207283138125501,4.730596523410366,742.2134768483536,0.7050624040282509,0.5760350924159015,1446856239.9477859,71.16904767547007,25.254765771556578,-2798.4134800000015
18,265.25142737299774,1.679107747956267,4.558216179964018,6.270950600308977,537.7692635712592,0.7098068813008114,0.5452272251870742,1508071924.3399155,31.613857909984855,25.068194345718133,-2798.1794200000018
19,486.2394357576476,1.2312871265815353,6.671555755962629,6.093578670722904,597.20764129425,0.566908767886981,0.549952090389277,1355843577.2816215,25.570597125766916,35.34356290352122,-2797.238750000002
20,233.8046509001092,1.228124609549513,6.58521858430384,5.971666097732564,523.0314655135401,0.7686551023938683,0.6002027662326079,1504958730.0903559,37.846672819418266,32.6889369462814,-2797.1715400000016
21,498.4717374322219,3.3098758462286977,6.5898180666693005,3.8215193600816875,743.2327144178248,0.570280188682581,0.5409804876852686,1796569176.0152788,55.31720373195644,28.561055631620878,-2797.060220000001
22,345.9575059778214,3.1440922994374563,7.0392250747115614,6.962727483549804,766.7546950852324,0.5817279152607406,0.6331629966578163,1211856221.2005877,24.999809610364057,44.3916597706138,-2797.0545800000004
23,270.4786092350405,3.2377562411493646,5.8573510013244245,4.080125297767461,622.6011244461616,0.6823038593029572,0.6694246533007249,1737397985.9944415,37.71184295557874,39.388692138875044,-2796.8492400000014
24,213.86029833034144,2.9793672360782084,7.280035033397785,5.328857938753822,740.5185399292209,0.8874447704925226,0.5359940782173956,1918499447.3820412,35.84117371217542,27.27668282479911,-2796.1052900000013
25,352.04651515700687,1.7782770312527538,7.885765277992592,5.038123631538513,538.0941905619998,0.7052444345224423,0.5534462275676156,1382175986.4515374,28.14624059181522,42.30314185306119,-2795.806160000001
