,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,runtime
0,471.7347958176224,1.623735245622408,6.7021902652564265,6.307245827387211,512.8708848319183,0.5002018501106356,0.7529280134151459,2027727390.8450725,60.16555453095418,25.13734788014303,-2811.666330000001
1,280.45195687695133,1.3648674985890505,6.491444310510021,4.724482082144515,587.6287890158578,0.6934385279716476,0.5894932200870144,2112623908.705553,39.38805184459612,38.39361373640864,-2807.822400000001
2,230.9067130890092,2.347809941987429,6.349207892032901,4.863152281530208,534.7836185254696,0.7827695753201128,0.5530067371631945,2048344295.4161325,58.012989078743686,45.970502274357244,-2807.0062300000013
3,310.18968483859805,2.8940864133421957,5.484502737137719,3.6167690173779183,556.5679560697017,0.5924924021161114,0.503981848705193,2039595090.3802524,60.02741837698509,47.252268527101045,-2804.125670000001
4,434.1867660087772,1.6538215550333866,4.162280139615173,5.967851835248535,392.60452452434845,0.8305485228189979,0.8712927415730071,1580514210.8643694,42.042148695637344,32.43833339393043,-2799.7902800000015
5,292.1189803826157,2.7077476538910807,4.207283138125501,4.730596523410366,742.2134768483536,0.7050624040282509,0.5760350924159015,1446856239.9477859,71.16904767547007,25.254765771556578,-2798.4134800000015
6,316.0,3.0,6.0,4.0,580.0,0.6600000262260437,0.6299999952316284,1730248320.0,58.0,44.0,-2797.6572800000017
7,486.2394357576476,1.2312871265815353,6.671555755962629,6.093578670722904,597.20764129425,0.566908767886981,0.549952090389277,1355843577.2816215,25.570597125766916,35.34356290352122,-2797.238750000002
8,310.0,3.0,5.0,4.0,557.0,0.6299999952316284,0.6299999952316284,1722548224.0,59.0,47.0,-2797.1741000000015
9,498.4717374322219,3.3098758462286977,6.5898180666693005,3.8215193600816875,743.2327144178248,0.570280188682581,0.5409804876852686,1796569176.0152788,55.31720373195644,28.561055631620878,-2797.060220000001
10,345.9575059778214,3.1440922994374563,7.0392250747115614,6.962727483549804,766.7546950852324,0.5817279152607406,0.6331629966578163,1211856221.2005877,24.999809610364057,44.3916597706138,-2797.0545800000004
11,270.4786092350405,3.2377562411493646,5.8573510013244245,4.080125297767461,622.6011244461616,0.6823038593029572,0.6694246533007249,1737397985.9944415,37.71184295557874,39.388692138875044,-2796.8492400000014
12,352.04651515700687,1.7782770312527538,7.885765277992592,5.038123631538513,538.0941905619998,0.7052444345224423,0.5534462275676156,1382175986.4515374,28.14624059181522,42.30314185306119,-2795.806160000001
13,297.2020677692458,3.591695552036079,7.675788844809052,5.521786633924724,788.3952119484868,0.7646123223469783,0.6678591128968021,1332584654.0223205,26.078874936722052,26.142228732474152,-2717.885180000001
14,265.99297625372975,3.5663683747048287,7.179488483764702,4.397167676389818,620.2671062595156,0.7223427035574222,0.6777398809728279,1826051960.7028747,41.6369158208802,47.86790957178454,-2716.336960000001
15,449.0,2.0,7.0,6.0,499.0,0.5,0.7599999904632568,2008201216.0,56.0,25.0,-2811.666330000001
