,target,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold
1,184.161,52.0,1.0,0.0,375.0,4.0,6.0,7.0,407.0,73.0,104.0,4.0,1580538928.0,0.6,0.0,776.0,0.7,1.0,2037690162.0,1315962121.0,50.0,1.0,771.0,1.0,40.0,4.0,198.0,4.0
2,193.331,37.0,1.0,0.0,499.0,3.0,8.0,5.0,685.0,100.0,91.0,10.0,1766757373.0,0.7,1.0,465.0,0.83,0.0,1904800995.0,1376576172.0,27.0,1.0,792.0,1.0,48.0,1.0,277.0,2.0
3,185.406,52.0,1.0,0.0,376.0,4.0,6.0,7.0,409.0,73.0,104.0,4.0,1602533120.0,0.6100000143051147,0.0,795.0,0.699999988079071,1.0,1996356096.0,1314406400.0,50.0,1.0,780.0,1.0,40.0,4.0,194.0,4.0
4,179.866,52.0,1.0,0.0,375.0,4.0,6.0,7.0,417.0,73.0,105.0,4.0,1581651072.0,0.5899999737739563,0.0,775.0,0.7099999785423279,1.0,1998669824.0,1319666944.0,49.0,1.0,767.0,1.0,40.0,4.0,196.0,4.0
5,184.669,52.0,1.0,0.0,381.0,4.0,6.0,7.0,393.0,75.0,105.0,4.0,1575140608.0,0.5699999928474426,0.0,817.0,0.6899999976158142,1.0,1983941632.0,1277081856.0,49.0,1.0,789.0,1.0,41.0,4.0,201.0,4.0
6,379.834,55.0,1.0,1.0,444.0,1.0,6.0,5.0,671.0,118.0,54.0,5.0,1802517693.0,0.9,1.0,941.0,0.85,1.0,1496721141.0,1503871562.0,52.0,0.0,602.0,1.0,44.0,4.0,215.0,4.0
7,192.467,53.319378844037786,0.4076928616011777,0.40872162742522244,428.5731435615442,2.6168142799516043,7.441458726774114,5.989917180549119,776.8217305977164,39.179933665809,110.59017331880966,5.960609936242033,1820950993.7819133,0.5819487127885881,0.317771678406504,556.3484572842033,0.6437878498964057,0.17819513586510882,1656231736.749563,1205971683.5372324,28.47079050600625,0.7425075043188091,595.686388771102,0.8949256002829524,47.341508346482385,3.024977378829365,251.39466693013043,1.3905136894752719
8,228.459,61.368371433855536,0.7607469932902187,0.06071354142157514,344.35371609392695,3.644469298745844,6.3462632954453,5.879257800053187,575.9733618124685,102.62155379775903,113.53167407670848,4.8533755360643385,1701214567.8421998,0.5356544230642779,0.14068884615181132,886.8320075133545,0.8386573189085194,0.8778480531930868,1687837825.6060612,1417996888.499952,59.729762447100725,0.6252247817458504,800.3101258074435,0.6241798813622799,39.36036689200189,2.6353801744650416,235.79541234347164,3.019069314536376
9,178.576,56.84872171773728,0.77354317570452,0.03515364545386504,321.1130054190413,3.164601782440562,7.061023832400323,6.025077238036224,458.6639384917074,84.64398943288737,124.83376115699784,4.211687607174097,1210943905.3614457,0.7299501495337692,0.1635245666869509,593.0762388061322,0.6813062262825385,0.8160307093563435,1697745725.2623281,1271085226.3677068,47.965587976972785,0.8613373473686721,818.5597653531481,0.8696850191824081,47.67074695396013,3.13900575395588,154.9102870352481,3.574686295776503
10,182.659,60.04910560861688,0.5065032884560212,0.17698362280583396,305.57940796032807,3.1624167238466185,7.633014270087724,6.4507260467403995,591.756974136313,73.98033669221128,127.5331485294521,4.244660884688187,1321775615.703604,0.8087523843115159,0.33333842889289306,877.1138957341856,0.6166066495053101,0.741732874579294,1563092662.0521424,1581265341.010283,47.804661806234485,0.6139011464261057,780.00386558615,0.6805650038235735,44.85352959025456,4.0448848418120615,209.98057311019386,3.9712055052955675
