,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,runtime
0,52,1,0,375,4,6,7,407,73,104,4,1580538928,0.6,0,776,0.7,1,2037690162,1315962121,50,1,771,1,40,4,198,4,184.161
1,37,1,0,499,3,8,5,685,100,91,10,1766757373,0.7,1,465,0.83,0,1904800995,1376576172,27,1,792,1,48,1,277,2,193.331
2,52.0,1.0,0.0,376.0,4.0,6.0,7.0,409.0,73.0,104.0,4.0,1602533120.0,0.6100000143051147,0.0,795.0,0.699999988079071,1.0,1996356096.0,1314406400.0,50.0,1.0,780.0,1.0,40.0,4.0,194.0,4.0,185.406
3,52.0,1.0,0.0,375.0,4.0,6.0,7.0,417.0,73.0,105.0,4.0,1581651072.0,0.5899999737739563,0.0,775.0,0.7099999785423279,1.0,1998669824.0,1319666944.0,49.0,1.0,767.0,1.0,40.0,4.0,196.0,4.0,179.866
4,52.0,1.0,0.0,381.0,4.0,6.0,7.0,393.0,75.0,105.0,4.0,1575140608.0,0.5699999928474426,0.0,817.0,0.6899999976158142,1.0,1983941632.0,1277081856.0,49.0,1.0,789.0,1.0,41.0,4.0,201.0,4.0,184.669
5,55.0,1.0,1.0,444.0,1.0,6.0,5.0,671.0,118.0,54.0,5.0,1802517693.0,0.9,1.0,941.0,0.85,1.0,1496721141.0,1503871562.0,52.0,0.0,602.0,1.0,44.0,4.0,215.0,4.0,379.834
