spark.shuffle.io.numConnectionsPerPeer,spark.broadcast.compress,spark.broadcast.blockSize,spark.reducer.maxBlocksInFlightPerAddress,spark.executor.memory,spark.executor.memoryOverhead,spark.reducer.maxSizeInFlight,spark.reducer.maxReqsInFlight,spark.memory.offHeap.size,spark.executor.cores,spark.shuffle.sort.bypassMergeThreshold,spark.kryoserializer.buffer,spark.executor.instances,spark.scheduler.revive.interval,spark.kryoserializer.buffer.max,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.locality.wait,spark.memory.storageFraction,spark.scheduler.mode,spark.default.parallelism,runtime
4,0,42,1819652824,4,586,58,1676816659,778,4,192,79,6,505,36,1747300563,0.544444444,5,0.665079365,1,316,209.7749892
4,1,39,1176199900,6,742,27,1400124430,4,1,160,53,5,787,65,1227668285,0.671428571,5,0.665079365,1,253,210.0746264
