spark.shuffle.io.numConnectionsPerPeer,spark.broadcast.compress,spark.kryoserializer.buffer,spark.memory.offHeap.size,spark.kryoserializer.buffer.max,spark.executor.instances,spark.broadcast.blockSize,spark.rdd.compress,spark.default.parallelism,spark.scheduler.mode,spark.scheduler.revive.interval,spark.memory.storageFraction,spark.shuffle.file.buffer,spark.reducer.maxReqsInFlight,spark.shuffle.sort.bypassMergeThreshold,spark.maxRemoteBlockSizeFetchToMem,spark.reducer.maxBlocksInFlightPerAddress,spark.executor.memoryOverhead,spark.locality.wait,spark.memory.fraction,spark.reducer.maxSizeInFlight,spark.executor.cores,spark.storage.memoryMapThreshold,spark.executor.memory,spark.shuffle.compress,runtime
4,1,76,9,111,6,59,1,339,1,758,0.614285714,24,1655223808,235,1609566375,1873262488,458,5,0.665079365,54,2,2,5,0,249.18085
4,0,76,950,74,6,59,0,205,1,928,0.626984127,21,1663509776,223,1609566401,1863330438,384,5,0.665079365,54,2,2,5,0,249.18085
