spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.maxRemoteBlockSizeFetchToMem,spark.default.parallelism,spark.reducer.maxReqsInFlight,spark.memory.offHeap.size,spark.broadcast.blockSize,spark.kryoserializer.buffer.max,spark.reducer.maxBlocksInFlightPerAddress,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.executor.instances,spark.shuffle.sort.bypassMergeThreshold,spark.scheduler.revive.interval,spark.memory.fraction,spark.memory.storageFraction,spark.locality.wait,spark.rdd.compress,spark.scheduler.mode,spark.broadcast.checksum,spark.broadcast.compress,spark.shuffle.io.numConnectionsPerPeer,spark.storage.memoryMapThreshold,spark.memory.offHeap.enabled,spark.executor.cores,spark.executor.memory,spark.shuffle.compress,runtime
46,17,1228886949,396,2021263510,501,59,101,1308242542,512,91,6,192,534,0.70952381,0.9,7,0,1,1,1,2,4,0,3,7,0,213.56497
43,44,1292549574,382,1350322385,501,51,95,1303281760,575,71,8,155,538,0.747619048,0.9,7,0,1,1,1,2,4,0,3,7,0,213.56497
