,target,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer
1,2714.2584100000013,379.0,4.0,8.0,3.0,643.0,0.6,0.72,1542044609.0,33.0,44.0
2,2799.364570000001,266.0,2.0,4.0,7.0,707.0,0.58,0.79,1600711726.0,62.0,26.0
3,2714.2584100000013,382.0,4.0,8.0,3.0,645.0,0.6000000238418579,0.7200000286102295,1545532928.0,33.0,44.0
4,2714.1743100000003,382.0,4.0,8.0,3.0,641.0,0.6000000238418579,0.7200000286102295,1530747392.0,34.0,42.0
5,2716.2096800000004,382.0,4.0,8.0,3.0,633.0,0.6000000238418579,0.7200000286102295,1521721344.0,34.0,42.0
6,2715.101560000001,388.0,4.0,8.0,3.0,636.0,0.5799999833106995,0.7200000286102295,1538104960.0,34.0,43.0
7,2800.69275,270.0,2.0,6.0,4.0,722.0,0.81,0.66,1104758452.0,29.0,22.0
8,2714.921180000001,207.0,4.0,8.0,3.0,870.0,0.89,0.73,1929259591.0,61.0,26.0
9,2811.666330000001,471.7347958176224,1.623735245622408,6.7021902652564265,6.307245827387211,512.8708848319183,0.5002018501106356,0.7529280134151459,2027727390.8450725,60.16555453095418,25.13734788014303
10,2796.5814300000015,489.08787255581456,2.9478891081009833,7.4951911872657995,4.175559894874703,614.1040960946732,0.5429888875548623,0.5992114624468237,1326279357.354127,24.940395029052944,40.6988178499688
11,2715.1018300000014,321.5653471169332,3.8516979841490513,7.719385061447528,3.477831345325318,633.5598352392208,0.6341282497700425,0.7038725725183383,1686360386.5776634,33.87152875924515,47.92894360527184
12,2719.1299200000003,379.3826468204003,3.736551609766849,7.704273477996218,4.2197275194366295,730.161645367997,0.5464153313431097,0.6764189609681835,1271525676.3838768,24.52447096048335,46.18538825076811
13,2798.600580000001,341.4733815995958,3.2700155944591387,7.582099902897486,3.4777160263956737,615.7515420508173,0.6037086935478566,0.6551496779283995,1824457899.2462595,31.585495274975777,43.47198780671631
14,2716.505790000002,319.542406969854,3.588079279116422,7.5884278132258585,3.4645174005265487,590.266142021475,0.6435110201965701,0.6423639941035197,1761239717.357353,39.7985473247742,47.10099554881336
15,2720.2058600000005,382.9659517568921,3.5014760255900863,7.974367304820701,3.4573268168111273,596.9188006673752,0.6024310009811245,0.6503365068769044,1422490117.6376994,25.819662560718225,45.62200582935097
16,2715.227780000001,348.21943200800297,3.8460667175300105,7.567297219928044,3.2181286899809183,637.6087335967402,0.592617526839884,0.7069195895021577,1584823118.4769855,29.73075590469159,44.60344322352781
17,2717.50009,359.8710064067006,3.765129489358583,7.310663007307325,3.314540801873223,684.1662889762521,0.6019007695965992,0.6722699440742791,1467887349.296015,42.65294800612031,39.48757757621061
18,2713.390090000001,433.08716351799,3.8871111887695333,7.7693259086753566,3.134382115820233,680.2041117905459,0.5561655251802892,0.6648956170294864,1594990992.4606528,36.45948154178381,40.847175266655434
19,2713.2006800000013,451.753784665041,3.6782035681774756,7.363754358033863,3.4342754459749787,612.5803216950416,0.5672068408415973,0.7166281735719685,1738584173.1818223,37.87140691354132,38.4265901308313
20,2714.955440000001,465.36131966289486,3.8616456121061358,6.848511965839723,3.232985459660249,557.5585027766926,0.5990546852776623,0.7282977216793547,1785688674.6318808,31.937836727878647,41.503374818287085
21,2713.5372600000014,424.14965772486477,3.774555546006837,7.312885817172754,3.2544874815308806,560.7348335965963,0.5852510298758925,0.6795974165730522,1633116330.688252,32.734918972291965,41.22317843276572
22,2715.4539900000013,420.10632045746115,3.6690601975255066,6.971368504794157,3.548942487550919,649.2119796067675,0.5586378825853462,0.7039994274309701,1824090039.179612,38.15315162597953,40.169599812497545
23,2715.106470000001,425.02963192537663,3.7696153136456356,7.610854647164224,3.49703645536388,631.3817944367021,0.6024885317494406,0.6899510081184299,1802146227.1469128,35.50589416907886,37.503023409730915
