,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,runtime
0,32,1,1,439,4,8,4,578,107,115,5,1854526664,0.89,0,242,0.53,0,1753022710,1502411801,70,0,678,1,22,3,194,4,165.666
1,48,0,1,302,3,6,3,432,93,65,7,1858325035,0.56,0,32,0.52,0,1354766296,1658549429,48,0,645,0,28,4,307,2,194.423
2,56,1,0,433,2,8,6,523,92,112,8,1212651279,0.83,0,207,0.57,0,1250041897,1618915018,55,0,962,0,20,5,155,3,220.648
3,32.0,1.0,1.0,436.0,4.0,8.0,4.0,577.0,107.0,113.0,5.0,1895176704.0,0.8899999856948853,0.0,232.0,0.5299999713897705,0.0,1744634752.0,1528891392.0,70.0,0.0,678.0,1.0,23.0,3.0,193.0,4.0,163.342
4,33.0,1.0,1.0,448.0,4.0,8.0,4.0,584.0,107.0,112.0,5.0,1876663808.0,0.8399999737739563,0.0,223.0,0.550000011920929,0.0,1801766528.0,1530456448.0,69.0,0.0,669.0,1.0,23.0,3.0,195.0,4.0,162.804
5,39.0,1.0,1.0,422.0,3.0,7.0,4.0,585.0,94.0,96.0,6.0,1747802880.0,0.8199999928474426,0.0,302.0,0.6100000143051147,0.0,1749340672.0,1540056576.0,59.0,0.0,679.0,1.0,25.0,3.0,214.0,3.0,100000.0
