spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.executor.memory,spark.executor.cores,spark.executor.memoryOverhead,spark.executor.instances,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,runtime
1.0,579.0,13.0,6.0,1548.0,13.0,49.0,1.0,0.0,291.0,41.0,55.0,8.0,1355300843.0,0.52,0.74,0.0,1119305427.0,2141230330.0,24.0,1.0,764.0,1.0,31.0,2.0,211.0,8.0,366.993
1.0,844.0,10.0,5.0,1192.0,13.0,11.0,1.0,0.0,324.0,37.0,103.0,8.0,1609322826.0,0.57,0.82,1.0,1441883353.0,1940669674.0,49.0,1.0,628.0,1.0,48.0,2.0,167.0,8.0,497.243
1.0,768.0,13.0,6.0,1359.0,14.0,26.0,0.0,1.0,379.0,102.0,66.0,9.0,1743066930.0,0.61,0.89,0.0,1615163762.0,2046268452.0,59.0,0.0,966.0,1.0,46.0,4.0,258.0,10.0,270.33
1.0,529.0,13.0,6.0,993.0,11.0,18.0,0.0,0.0,420.0,108.0,77.0,2.0,2032421704.0,0.77,0.83,1.0,1564033497.0,1383625923.0,69.0,0.0,979.0,1.0,17.0,4.0,200.0,4.0,257.039
1.0,911.0,9.0,4.0,664.0,14.0,20.0,0.0,1.0,371.0,82.0,75.0,2.0,2080092400.0,0.72,0.58,0.0,1374963854.0,1849951463.0,57.0,0.0,657.0,0.0,16.0,4.0,379.0,9.0,830.238
0.0,0.0,14.0,7.0,1445.0,12.0,15.0,0.0,1.0,334.0,88.0,51.0,8.0,1436431157.0,0.51,0.59,1.0,1146174534.0,1110547037.0,33.0,1.0,812.0,1.0,16.0,4.0,193.0,2.0,275.801
0.0,0.0,13.0,6.0,1428.0,13.0,12.0,0.0,1.0,348.0,98.0,110.0,9.0,1491596626.0,0.83,0.8,1.0,1935996189.0,2123139659.0,39.0,0.0,786.0,0.0,39.0,5.0,104.0,3.0,304.519
0.0,0.0,9.0,4.0,614.0,13.0,4.0,0.0,0.0,495.0,83.0,76.0,8.0,1957969274.0,0.61,0.69,1.0,1920357010.0,1643969885.0,51.0,1.0,837.0,0.0,33.0,3.0,243.0,1.0,658.034
0.0,0.0,11.0,5.0,1108.0,9.0,6.0,1.0,1.0,250.0,73.0,68.0,7.0,1858920844.0,0.64,0.51,1.0,1792196933.0,2045246838.0,49.0,1.0,535.0,1.0,19.0,5.0,385.0,5.0,249.087
0.0,0.0,13.0,6.0,983.0,9.0,19.0,0.0,1.0,242.0,110.0,71.0,10.0,1374353645.0,0.9,0.62,1.0,2039266848.0,2075081429.0,48.0,0.0,514.0,1.0,25.0,5.0,496.0,9.0,260.223
0.0,0.0,13.0,6.0,1338.0,10.0,61.0,1.0,1.0,352.0,127.0,112.0,5.0,1714401040.0,0.65,0.86,1.0,1664568318.0,1828649569.0,39.0,0.0,648.0,0.0,33.0,3.0,302.0,5.0,274.36
1.0,975.0,13.0,6.0,1223.0,13.0,48.0,1.0,1.0,404.0,37.0,58.0,8.0,1411016329.0,0.87,0.69,0.0,1203396780.0,2038818239.0,71.0,0.0,655.0,1.0,17.0,4.0,430.0,10.0,289.133
0.0,0.0,13.0,6.0,1378.0,12.0,49.0,1.0,1.0,231.0,74.0,90.0,9.0,1263825960.0,0.8,0.67,1.0,1127494444.0,1684060705.0,29.0,1.0,855.0,0.0,25.0,1.0,143.0,8.0,296.455
0.0,0.0,13.0,6.0,1441.0,10.0,11.0,0.0,0.0,387.0,111.0,125.0,8.0,1841436123.0,0.65,0.57,0.0,1861399592.0,1964984354.0,49.0,0.0,773.0,0.0,25.0,4.0,119.0,4.0,266.306
1.0,741.0,12.0,6.0,1278.0,8.0,60.0,1.0,0.0,387.0,45.0,81.0,5.0,1829096502.0,0.79,0.57,1.0,1085190688.0,2027300639.0,36.0,0.0,538.0,0.0,26.0,3.0,458.0,9.0,285.85
0.0,0.0,14.0,7.0,1386.0,11.0,35.0,1.0,1.0,274.0,66.0,74.0,5.0,1097013346.0,0.52,0.51,1.0,1776342960.0,2033770463.0,32.0,0.0,866.0,1.0,31.0,1.0,465.0,2.0,259.829
