,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,runtime
0,45,1,0,455,4,8,5,404,41,49,6,1198961766,0.64,1,914,0.81,0,2136603409,1389843316,62,1,953,1,16,5,160,2,165.806
1,37,1,0,318,3,8,5,606,73,120,9,2093902357,0.6,1,78,0.88,1,1652439648,1179550940,48,0,741,1,33,4,156,1,182.54
2,45.0,1.0,0.0,449.0,4.0,8.0,5.0,403.0,41.0,49.0,6.0,1209903744.0,0.6499999761581421,1.0,912.0,0.7900000214576721,0.0,2112099200.0,1393381888.0,61.0,1.0,948.0,1.0,16.0,5.0,159.0,2.0,163.677
3,44.0,1.0,0.0,477.0,4.0,8.0,5.0,386.0,36.0,50.0,6.0,1162822272.0,0.6200000047683716,1.0,942.0,0.8199999928474426,0.0,2147483648.0,1393667584.0,62.0,1.0,946.0,1.0,16.0,5.0,151.0,2.0,100000.0
