spark.executor.memoryOverhead,spark.maxRemoteBlockSizeFetchToMem,spark.default.parallelism,spark.kryoserializer.buffer.max,spark.shuffle.sort.bypassMergeThreshold,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.memory.fraction,spark.scheduler.revive.interval,runtime
391,1600843008,423,80,275,2032424448,1181299968,0.525396825,535,229.7873538
808,1600843008,423,80,275,2030327296,1185167152,0.525396825,538,229.7873538
