,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,runtime
0,36,0,1,265,4,5,4,513,83,38,9,1113627989,0.77,0,650,0.79,0,1465374078,1307850066,65,1,661,0,22,4,241,2,176.341
1,34,0,1,267,3,8,5,597,52,91,9,1343168729,0.8,1,846,0.71,1,1459045871,1578588605,26,1,760,1,18,1,259,3,185.759
2,61,0,1,412,1,4,3,870,53,45,4,1800175009,0.73,1,739,0.7,0,1566398492,1698256702,61,1,932,0,40,2,313,2,333.83
3,37.0,0.0,1.0,260.0,4.0,5.0,4.0,509.0,86.0,40.0,9.0,1119833856.0,0.7599999904632568,0.0,652.0,0.7900000214576721,0.0,1461130240.0,1288648320.0,65.0,1.0,659.0,0.0,22.0,4.0,236.0,2.0,100000.0
4,38.0,0.0,1.0,268.0,4.0,5.0,4.0,506.0,83.0,41.0,9.0,1154817280.0,0.75,0.0,656.0,0.7799999713897705,0.0,1499340800.0,1323750016.0,62.0,1.0,674.0,0.0,23.0,4.0,239.0,2.0,219.735
5,44.0,0.0,1.0,286.0,3.0,5.0,4.0,564.0,85.0,48.0,8.0,1384110336.0,0.75,0.0,561.0,0.7699999809265137,0.0,1480802048.0,1439833216.0,57.0,1.0,686.0,0.0,27.0,4.0,246.0,2.0,237.341
