,runtime,spark.cleaner.referenceTracking.blocking,spark.driver.memoryOverhead,spark.executor.cores,spark.files.fetchTimeout,spark.files.openCostInBytes,spark.kryoserializer.buffer,spark.maxRemoteBlockSizeFetchToMem,spark.memory.storageFraction,spark.python.worker.memory,spark.rdd.compress,spark.reducer.maxReqsInFlight,spark.rpc.io.backLog,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.spill.compress,spark.speculation.interval,spark.speculation.multiplier,spark.task.maxFailures,spark.task.reaper.threadDump
22,287.962,0.8466509522863945,2043.8372282140774,5.408165060023613,61.62832088845316,7924881.682192398,109.11485782949342,1267271227.6851652,0.8588883502378126,923.6325568799253,0.7475596231877155,1565360495.328528,127.92946883096039,4.006554468130447,0.5157352955814902,630.1577787249253,5.705018375181581,6.91107602709262,0.9828181562757045
23,240.898,0.5267966645221348,1749.6830959975098,9.02527403788763,71.22538783997703,7723367.814778067,122.37277947086987,2053214400.6461072,0.954878800589616,917.557444314261,0.6676260431961831,408577039.23329586,114.35400884179687,3.9049282345197374,0.47989122844571674,896.2013325612244,5.304735752861038,7.583111421112206,0.2128894863549914
24,254.24,0.9632000376603418,1316.7703607308308,6.834604254459583,69.86328381794999,5870348.590213746,59.07737867035772,515233491.7739011,0.9954796314974839,988.2450696814051,0.2260184598588344,1701749739.8079655,121.95261868114139,4.634703691128283,0.9717819200252976,620.6537498291482,2.5731088859819584,6.2657760474931194,0.8298978380233508
25,453.343,0.9488726061414525,1746.952286876593,3.476829523484611,60.859641210302534,7489272.57908801,74.09136672997622,732586785.5339772,0.7480629891824481,952.6016979104327,0.6118130457270067,1943361008.3513465,120.81590322255305,3.0672668812228525,0.9615647578561459,831.8669815662728,3.851897005875108,3.7788826752148554,0.7801075222604135
26,1004.5,0.04554476269371244,923.597593278707,1.3839568555155506,83.6727146660461,3686191.4856791124,10.577105786269357,1572818584.960605,0.8305989525936902,393.3977419778697,0.44932553987575596,1296720854.277674,82.25906283741831,1.9149413733240848,0.5607244409010192,775.2201290803299,3.3216847454682106,6.555309075679712,0.042209018565391165
27,582.463,0.960938522515072,1040.6676273926514,1.943117385798674,48.24501873092164,5433690.659288375,117.03450066043679,1262420200.3696392,0.9091866112630592,703.148631026235,0.40535097264119224,1780978965.794505,43.24135994612238,3.007464845058677,0.27910794628431446,644.1317439574926,5.53674650032002,7.616496515244684,0.8328271442199359
28,234.436,0.2777091216186005,1606.6844205021155,9.456076854442392,62.1294482600503,5997505.962880336,117.7148378081977,2017599862.4707706,0.8065902060337484,645.097869626876,0.7661524359241924,2073172219.4796407,91.53594697564274,4.248172759680613,0.7985122278574486,315.2879626012117,2.3313628661822383,5.802855155412995,0.8769012955047989
29,225.664,0.8211739881618734,966.0408630987662,8.890120732101373,51.30504853911023,4234477.435450825,30.150398099815813,1726573417.249461,0.8657307147128144,632.057999961647,0.9489182116552836,1142096732.1067998,101.88476860821741,4.370205523053593,0.2959247604366395,774.0699539231274,2.8382247704879817,7.463510095221521,0.8245849445080576
30,229.411,0.2869909741356196,1602.1994376518785,9.343011227053974,58.90529360229255,3568124.0042216256,113.10661538668619,1845069384.658197,0.678755802133041,992.7939881147207,0.5543513702331795,1814691015.2300549,123.15699413658133,3.166911609758732,0.9253312478146408,932.4305836531474,4.665070149818692,5.080004312611973,0.7109589986594164
31,260.278,0.30967700351314276,1240.522322198787,8.414886875893675,31.506316305234556,5072764.160960805,75.39934884016706,837938896.9273927,0.9588452830137226,713.0885712650864,0.11790168822056402,1706864413.0566926,111.99796616157681,1.3479260197984333,0.6858102931394562,508.81931646660667,5.208743335328736,7.995079559646871,0.34593878681286294
32,317.156,0.461356495778655,1739.4763045561547,5.263232254641429,61.699831109901055,3067538.498313293,109.31791259949303,1919685286.8596897,0.7109924784233357,552.9213600852753,0.14772125304972095,619324761.3278254,127.04188471594422,2.842339352096475,0.39268413971389304,803.793319380846,3.20383888812815,5.325938158619117,0.6442401287366725
33,279.884,0.24551328461513944,1971.0783000485828,7.394857789651973,75.43685414470147,3244836.2561635645,42.79734915198881,103631922.34100711,0.9916201273422292,576.9322165419926,0.20851408955585482,1293156231.8130958,102.7445096684659,1.6386096787063185,0.5219896714597002,825.0749304722152,3.770680344303724,6.06948472046335,0.31325542187568356
34,245.197,0.3829768079471465,2040.160835450894,9.967257489902202,54.43746870485471,2184952.543316951,74.57079430249892,1099066198.0179796,0.9061615482880274,543.2698100249306,0.36448650668116656,1593344963.6733453,113.29025681729807,2.28051622345019,0.06595434794140109,947.680671101465,2.7639592242683744,7.88769559071303,0.4706909238899377
35,274.584,0.1972320995346757,1688.8568912290489,7.235907725356626,43.805924045896,7379978.276730951,51.818427270858066,1946460496.5581782,0.9387082677481247,660.5337124195399,0.37071046658891915,1500643957.219673,127.03763638350333,2.1968876324856224,0.5166067057174328,753.3976262909173,3.454288536926174,7.102736525902412,0.8934475032186513
