,runtime,spark.cleaner.referenceTracking.blocking,spark.driver.memoryOverhead,spark.executor.cores,spark.files.fetchTimeout,spark.files.openCostInBytes,spark.kryoserializer.buffer,spark.maxRemoteBlockSizeFetchToMem,spark.memory.storageFraction,spark.python.worker.memory,spark.rdd.compress,spark.reducer.maxReqsInFlight,spark.rpc.io.backLog,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.spill.compress,spark.speculation.interval,spark.speculation.multiplier,spark.task.maxFailures,spark.task.reaper.threadDump
1,259.075,0.0923385947687978,1081.5396719670825,7.166975503570836,66.93272571248815,5612124.473313995,112.42503318930083,83869680.52273901,0.7105538125025261,731.3168433648127,0.6865009276815837,39273786.34556972,126.9306645350235,2.966292637121353,0.10233442882782584,419.9154279413726,4.472000788638725,4.386061021913202,0.34776585974550656
2,146.669,0.34889834197784253,1487.9666523698977,6.595261481882096,60.487273007099226,3588396.817011878,113.62870451315759,1338655411.0225203,0.9986614252257402,941.2232437684066,0.06600017272206249,1618936789.0444548,100.30637682833328,3.24412087702284,0.8635418545594287,749.6504263098128,3.7812011699520944,5.408602771519653,0.7438258540750929
3,181.053,0.4191945144032948,1499.6579369368612,4.755743221304143,76.05211980728757,4069046.4262250373,112.64595543210605,2057051619.613371,0.8432504638407918,782.1258426320117,0.7481656543798394,1694964452.87192,74.9977785128869,3.7990334400837247,0.5358964059155116,667.1566987675909,3.574445560291543,6.355987912102709,0.7509424340273372
4,221.978,0.17761652016074347,913.7710050914555,7.706356070220653,87.24639422136097,7094532.859998507,48.025921977568125,10365824.391471488,0.8642945896536929,665.9900455915925,0.25734445426709174,1627541383.7289054,68.0822254435442,3.9323744640943237,0.7034193513618049,235.22562043374668,4.596660219150223,4.838541520092291,0.206940916686997
5,220.127,0.3760963631761455,472.1047124151002,9.917901714426623,53.854690614559125,2949737.9230958493,46.115641782243834,1234544158.4701846,0.9184410948119226,590.2675647615919,0.9541280213526093,1484705324.1076846,75.71342830298653,3.060915917421575,0.8713862583367523,800.3644811559034,5.641159687710138,6.332708357696136,0.7805560373062449
6,278.201,0.7143072527606359,2015.4806694037295,4.771636662351658,60.60912818157097,4052473.930787324,82.05331153654012,1995287686.9252295,0.692484314425859,260.31810378941026,0.9877840687881116,1336116530.6951253,67.97485655199762,4.344314511984058,0.8881132292915174,543.1205161977755,4.0392073363305645,4.38784533745174,0.3789639370536324
7,929.932,0.0,384.0,1.0,20.0,2097152.0,2.0,200.0,0.5,128.0,0.0,10.0,32.0,1.0,0.0,10.0,1.0,2.0,0.0
8,138.45,0.9441799161512598,1114.5608798972564,8.526293919109051,47.67385327423513,6386118.449660939,57.98386025497525,1874799484.4404008,0.9414621472386042,769.5236134191434,0.9275858036326236,2039302077.8419747,85.87320921132662,3.9137178976106393,0.3951326272841652,753.8975267504178,4.627562428494583,7.661604772532322,0.4847909969953651
9,141.242,0.768131118559939,832.0191409081499,6.969837543555092,58.033614661667556,7805702.9050762225,112.18441007494648,1002611621.883962,0.9366465793113821,718.4605867452403,0.8773985108330912,1623687418.3630316,89.32181396539313,3.4897607080848196,0.47809011886599717,586.1332102209916,2.4570385729948225,6.02797162025077,0.8195963304869034
10,268.765,0.6168381500794586,1021.8394688420182,2.465235921974734,53.26721376882766,4526002.800375579,65.99534148893221,566262110.9270682,0.5569731378610121,684.4365205543202,0.6215527557046998,1431121930.1757407,90.69721934842246,3.300103054761377,0.7096233204867975,693.0775211650607,1.7466921331203387,2.0184437520907466,0.7725898855036445
11,129.463,0.34551494308479147,1740.8045125496717,4.898867918108088,70.13064591413637,3772983.122785994,61.219738461333066,1204402165.0021384,0.8927645941508844,602.4481815670019,0.11866566139865664,1690902790.754017,118.6500845351526,1.862163132567662,0.4816192687269666,881.9635545325249,3.6083055522244516,7.331723058403199,0.3575796651229314
12,509.72,0.37366497991600556,635.3988053799965,7.692828138518769,56.37887156959803,5146540.0960636465,67.46006028600866,1275318151.1186774,0.6649273412005219,538.8023809709596,0.6419978603800008,1141670143.7786236,84.92200116338765,2.3169227957061067,0.07007060899352935,284.19759557670386,2.227913500849155,4.706934593702337,0.7870222290434329
13,921.161,0.0,384.0,1.0,20.0,2097152.0,2.0,200.0,0.5,128.0,0.0,10.0,32.0,1.0,0.0,10.0,1.0,2.0,0.0
14,164.999,0.5368927173105491,1553.81563997525,7.724038531837731,39.72479758066101,8207746.965349964,40.643585571675565,2005577660.1103451,0.808754166052684,442.8861728688211,0.7265016702070541,2025956532.1334553,125.84338080104911,3.481167379360904,0.3275448646189132,719.9058003529274,4.631885664276007,6.248692131660444,0.3675267587236415
15,175.969,0.9435266946308053,1828.1511310606052,3.2762806186975055,83.0252599685641,8059426.19292591,57.268259840050966,1559577063.794913,0.9228111222435875,594.2312300473217,0.7339498855794714,548307318.3500247,84.80381929794558,3.74164514206271,0.6342323374279296,480.36852743060683,3.844022139479242,7.674842587302579,0.7877396092327813
16,230.78,0.7488425432610167,1494.3337115787738,5.436423346836824,39.76006012740346,3868123.53873705,119.98612880680335,1086640567.164593,0.9874777623108109,615.817052710785,0.5623718957221984,1802941315.4461935,99.29724503683772,4.4867156978555,0.9087387634833884,967.7774021701201,5.398669067394129,7.729399118029048,0.37390730934605165
17,189.675,0.9651326600854343,1650.0465120146016,6.158695245982111,84.64051731145982,8341298.174796824,57.52505068935133,1922315599.793082,0.9356050389297931,889.4850470467288,0.8856334616602214,2084293901.225536,124.95634255676163,3.594353047816071,0.8352322304110309,522.0785748575883,2.016270798423682,6.1816382841127835,0.5541557691852426
18,316.652,0.5070812259845389,1415.3248814342098,7.383822029503787,79.03176394626021,7213215.014189808,107.44116005019595,720096401.3408241,0.9446010912207226,609.2093941526167,0.5940551980707522,2062949924.720928,69.29392585724594,3.8129661380948243,0.7036965381734809,879.0397520379917,3.0287859409152404,6.527557744872251,0.3091130638550921
19,272.096,0.39585372924948325,1770.739654119833,6.390542583470987,80.5421479869097,6367761.816729801,50.35217875336252,782645070.0793577,0.9203406829802834,977.2920352178571,0.994234608237421,1976702048.8468108,107.33096812241372,1.4755189905718278,0.10081191064067063,809.7997922514804,3.4020665295510755,6.999581906695305,0.7445377339745158
20,192.6,0.8214267955932454,749.1644028737479,1.6813931747193278,84.56110835693259,7205175.63364037,105.61686378678883,1805043354.2630918,0.5872329525293785,664.9223885422101,0.8629370191397124,1975765454.263266,83.53580328232215,3.644385764641615,0.6883535833200951,902.4549322515429,5.102960928222622,6.439195343931725,0.7677026594239854
21,253.78,0.028585737156384794,399.84720073246365,6.8037627432694565,86.73306144153194,5680238.432422946,102.53068287331897,2062494910.970146,0.9987928714746426,396.02894753459634,0.573400032587191,1204917684.6396623,127.39059565133292,3.8115403746782146,0.8874521964434174,579.7837823198349,5.188455672345245,7.511886933700671,0.8839495323308302
