func,n_dim,size_pop,max_iter,prob_mut,lb,ub,precision,searchDuration
<function schafferRun at 0x7effc1624a60>,84,30,10,0.01,"[1.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 8.0, 1.0, 1.0, 1.0, 384.0, 1.0, 5.0, 2.0, 1.0, 20.0, 33554432.0, 2097152.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 2.0, 8.0, 1.0, 200.0, 0.5, 0.0, 10.0, 0.5, 0.0, 30.0, 4.0, 128.0, 0.0, 0.0, 10.0, 10.0, 1.0, 32.0, 30.0, 1.0, 1.0, 30.0, 2000.0, 0.7, 0.0, 2.0, 0.0, 50.0, 0.0, 1.0, 8.0, 2.0, 1.0, 0.0, 100.0, 0.0, 50.0, 100.0, 0.0, 0.0, 10.0, 1.0, 0.0, 2.0, 0.0, 50.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0]","[500.0, 1.0, 1.0, 90.0, 1.0, 1.0, 1.0, 1.0, 500.0, 12.0, 500.0, 20.0, 2048.0, 10.0, 20.0, 14.0, 16.0, 90.0, 268435456.0, 8388608.0, 1.0, 1.0, 2.0, 2.0, 256.0, 256.0, 1.0, 128.0, 128.0, 10.0, 2147483135.0, 1.0, 1.0, 1000.0, 1.0, 1.0, 500.0, 32.0, 1000.0, 1.0, 1.0, 2147483647.0, 2147483647.0, 500.0, 128.0, 240.0, 500.0, 6.0, 240.0, 20000.0, 0.9, 1.0, 50.0, 1.0, 300.0, 1.0, 500.0, 128.0, 10.0, 5.0, 1.0, 9.22337203685477e+18, 1.0, 200.0, 1000.0, 1.0, 1.0, 1000.0, 6.0, 1.0, 8.0, 1.0, 500.0, 1.0, 1.0, 1.0, 500.0, 1.0, 1.0, 1.0, 8.0, 1.0, 20.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.01, 1.0, 1.0, 0.01, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.01, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.01, 1.0, 1.0, 1.0, 1.0, 1.0, 0.01, 0.01, 1.0, 0.01, 1.0, 1.0, 0.01, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",22976
