,target,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold
1,526.575,49.05311203960963,0.46184433987031753,0.962039176593624,429.45722132242753,1.2347611447553002,4.055240214358641,6.924994441001788,543.0371131674136,83.37499890390121,92.23038574635274,6.435845264528188,1154484004.017793,0.6381545799725826,0.6710597825623817,871.0452177938001,0.8412859488560318,0.9515039880426426,1294543496.5627418,1997227209.562796,71.33754552085824,0.27540493481539946,858.9199456811925,0.10117490374721738,42.4066244769987,3.615545655618223,192.99765273115116,2.4024863763338518
2,231.202,39.92733679149773,0.849305169570367,0.4033086478461755,326.7315654938659,3.160570834230485,7.695938485567773,4.9155856826246165,732.2266783728115,96.06437682820659,41.24220350952183,4.337435018793416,2090307999.4462128,0.8929792647253733,0.6134198305567562,186.57002344808888,0.5301816409949269,0.26900707608004526,1844098627.6685274,1397142866.3645902,38.08867774268646,0.5704521402473713,737.4006391133812,0.7729354057777087,22.92089931342391,1.2723882407300828,294.61247481785045,1.2678362827391685
3,308.166,58.50928060312654,0.02348338603815144,0.04739549301623243,269.33324287111907,2.4432792376828525,6.153171058273138,3.4165242566009515,688.3892033046916,45.75218744250864,118.2526337480878,9.487923732942503,1750099599.7821257,0.6041583111908977,0.013606048069696897,596.7651752832587,0.7483003297434576,0.5912696968592182,1528228882.1312573,1456146340.1596088,46.83060178256684,0.8622018890255373,588.8255348829452,0.5886899514551138,35.899450141557246,4.603031190547698,271.5457629989936,3.139329831155837
4,224.131,40.0,1.0,0.0,342.0,3.0,8.0,5.0,762.0,100.0,48.0,5.0,2108805504.0,0.8999999761581421,1.0,164.0,0.5099999904632568,0.0,1802599808.0,1447257856.0,36.0,1.0,742.0,1.0,23.0,1.0,291.0,2.0
5,227.841,40.0,1.0,0.0,331.0,3.0,7.0,5.0,727.0,98.0,50.0,5.0,2018674688.0,0.8500000238418579,1.0,233.0,0.5400000214576721,0.0,1749416448.0,1475034368.0,39.0,1.0,742.0,1.0,25.0,2.0,286.0,2.0
6,262.534,40.0,1.0,0.0,333.0,3.0,7.0,5.0,711.0,95.0,52.0,5.0,1919448320.0,0.8399999737739563,1.0,233.0,0.550000011920929,0.0,1790076032.0,1418806016.0,45.0,1.0,711.0,1.0,24.0,2.0,290.0,2.0
7,291.51,48.04695289463617,0.7028171712102115,0.3807385590810547,301.271838412225,1.9494318356219624,6.857717555725886,5.115523281972499,795.1677720298451,100.92421744290259,62.63546495766017,4.262390841831907,2030648399.0853305,0.7666976165815516,0.6145714959556489,139.72663893257834,0.7089575633698268,0.7729352588622838,1355529195.042077,1923893196.4702811,26.194078853528474,0.6335514722696655,780.4428448550425,0.6946176956483244,27.13724815651723,2.5269905448707273,210.20019213294813,2.540968033524049
8,224.454,34.804571246450806,0.5284385420410355,0.5943077159840472,395.12511899865336,3.9722353827625403,6.932704170707414,6.149605433011738,744.3258143414505,100.79419976388569,46.347401911767356,6.136198754765744,1808561788.335163,0.8926047116402005,0.8308322794331616,95.89758549776741,0.7355261565952261,0.05705826327537156,1305085256.1193902,1867724905.5650291,30.697716940699216,0.8546741886833048,871.1540487485092,0.5297116824907256,34.18987943522691,3.106582784744666,219.6493366304575,1.6800929097809685
9,225.247,47.10636376219435,0.4943225416176388,0.3512314489212299,283.1755541386336,3.8095256389759924,7.175804551373211,3.1373929156794222,849.6159896413074,122.73984881822344,86.27031705496636,8.549426913635086,1966051205.1302118,0.8216438895605412,0.8378335897824233,156.57422794456966,0.6217963003376925,0.3302259514452578,1812499170.8092885,1522822919.0818658,25.48244976672393,0.9360831049912057,867.4178328871748,0.5455341928008306,36.41810238786107,3.3224559942393936,224.96968368991833,1.2001273133002475
10,324.366,39.77508822084904,0.6527520795433305,0.23685100214649946,480.54287727168554,3.4774198315354923,5.010863501706729,5.83965020256133,836.6311583482798,77.68506334859438,40.903120272999516,5.198393625505535,1898563745.5622096,0.8844706544795591,0.7613823648688747,417.4412933677156,0.5330186852045967,0.0698022298231662,1326329665.1657467,1152441215.6239877,28.477002930469723,0.6925330950253364,980.8189711429136,0.7350465788809563,37.71069167342455,1.2277366740686264,194.8664274103661,1.827332192455175
