,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,runtime
0,471.7347958176224,1.623735245622408,6.7021902652564265,6.307245827387211,512.8708848319183,0.5002018501106356,0.7529280134151459,2027727390.8450725,60.16555453095418,25.13734788014303,-2811.666330000001
1,280.45195687695133,1.3648674985890505,6.491444310510021,4.724482082144515,587.6287890158578,0.6934385279716476,0.5894932200870144,2112623908.705553,39.38805184459612,38.39361373640864,-2807.822400000001
2,213.02600809569248,2.082524125975561,7.141347436569971,4.343552965549683,496.1136431956237,0.6862967398685779,0.7123057102153008,1937643010.3713908,71.7353549896118,20.382414149855638,-2807.379020000002
3,230.9067130890092,2.347809941987429,6.349207892032901,4.863152281530208,534.7836185254696,0.7827695753201128,0.5530067371631945,2048344295.4161325,58.012989078743686,45.970502274357244,-2807.0062300000013
4,241.0,2.0,7.0,4.0,518.0,0.699999988079071,0.699999988079071,1905484800.0,63.0,23.0,-2800.099130000002
5,266.0,2.0,7.0,4.0,533.0,0.6899999976158142,0.7099999785423279,1684281856.0,61.0,25.0,-2799.0463000000022
6,471.80003498979113,1.2217430456043736,6.290230406317712,6.459625169049847,819.5243897064463,0.7873393747792353,0.6295187071271284,1257729534.7352662,43.98335168488635,26.734713690120387,-2798.461960000001
7,292.1189803826157,2.7077476538910807,4.207283138125501,4.730596523410366,742.2134768483536,0.7050624040282509,0.5760350924159015,1446856239.9477859,71.16904767547007,25.254765771556578,-2798.4134800000015
8,486.2394357576476,1.2312871265815353,6.671555755962629,6.093578670722904,597.20764129425,0.566908767886981,0.549952090389277,1355843577.2816215,25.570597125766916,35.34356290352122,-2797.238750000002
9,498.4717374322219,3.3098758462286977,6.5898180666693005,3.8215193600816875,743.2327144178248,0.570280188682581,0.5409804876852686,1796569176.0152788,55.31720373195644,28.561055631620878,-2797.060220000001
10,345.9575059778214,3.1440922994374563,7.0392250747115614,6.962727483549804,766.7546950852324,0.5817279152607406,0.6331629966578163,1211856221.2005877,24.999809610364057,44.3916597706138,-2797.0545800000004
11,270.4786092350405,3.2377562411493646,5.8573510013244245,4.080125297767461,622.6011244461616,0.6823038593029572,0.6694246533007249,1737397985.9944415,37.71184295557874,39.388692138875044,-2796.8492400000014
12,352.04651515700687,1.7782770312527538,7.885765277992592,5.038123631538513,538.0941905619998,0.7052444345224423,0.5534462275676156,1382175986.4515374,28.14624059181522,42.30314185306119,-2795.806160000001
13,265.99297625372975,3.5663683747048287,7.179488483764702,4.397167676389818,620.2671062595156,0.7223427035574222,0.6777398809728279,1826051960.7028747,41.6369158208802,47.86790957178454,-2716.336960000001
14,309.95305831768474,3.819506571934512,5.081444935723649,3.832064661572842,557.9841335586682,0.5856115037799916,0.777666512286578,1720937455.6192045,35.34739039926269,43.59433011049584,-2715.492260000001
15,443.0,2.0,7.0,5.0,492.0,0.6299999952316284,0.75,2003665152.0,59.0,27.0,-2811.108270000001
