spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.executor.memory,spark.executor.cores,spark.executor.memoryOverhead,spark.executor.instances,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,runtime
0.0,0.0,5.0,3.0,650.0,7.0,51.0,0.0,0.0,309.0,84.0,64.0,7.0,1604905472.0,0.75,0.75,0.0,1653547776.0,1461169152.0,50.0,1.0,640.0,0.0,30.0,1.0,225.0,1.0,178.417
0.0,0.0,5.0,3.0,650.0,6.0,50.0,0.0,0.0,348.0,82.0,71.0,7.0,1562453376.0,0.73,0.73,0.0,1640677888.0,1540723072.0,49.0,1.0,695.0,0.0,30.0,1.0,225.0,1.0,208.538
0.0,0.0,3.0,1.0,384.0,5.0,63.0,1.0,0.0,248.0,87.0,85.0,4.0,1962044556.0,0.61,0.89,0.0,2072236487.0,1790146490.0,46.0,0.0,899.0,0.0,42.0,1.0,257.0,4.0,423.763
0.0,0.0,4.0,2.0,423.0,7.0,63.0,1.0,1.0,452.0,81.0,49.0,6.0,1838431943.0,0.61,0.63,1.0,1242638377.0,1637854350.0,41.0,0.0,790.0,1.0,17.0,5.0,217.0,4.0,248.912
0.0,0.0,3.0,1.0,384.0,7.0,32.0,0.0,1.0,255.0,84.0,81.0,6.0,1821456933.0,0.68,0.5,1.0,1989779325.0,1699773434.0,66.0,1.0,907.0,1.0,31.0,5.0,208.0,4.0,349.426
0.0,0.0,5.0,3.0,653.0,7.0,50.0,0.0,0.0,314.0,86.0,67.0,7.0,1593586816.0,0.74,0.74,0.0,1662460800.0,1469497856.0,50.0,0.0,654.0,0.0,30.0,1.0,222.0,1.0,216.192
0.0,0.0,5.0,3.0,640.0,7.0,48.0,0.0,0.0,311.0,80.0,67.0,7.0,1574911360.0,0.77,0.72,0.0,1650556416.0,1472650240.0,50.0,0.0,695.0,0.0,29.0,1.0,222.0,1.0,213.102
0.0,0.0,5.0,3.0,672.0,7.0,47.0,0.0,0.0,321.0,83.0,78.0,7.0,1634847488.0,0.73,0.71,0.0,1638345728.0,1465839744.0,50.0,0.0,685.0,0.0,32.0,1.0,229.0,1.0,176.482
1.0,871.0,4.0,2.0,384.0,6.0,37.0,1.0,0.0,317.0,123.0,91.0,5.0,1903284822.0,0.54,0.53,0.0,1133367437.0,1332898417.0,55.0,1.0,780.0,1.0,27.0,3.0,156.0,1.0,242.346
1.0,778.0,3.0,1.0,384.0,6.0,33.0,0.0,1.0,493.0,38.0,55.0,9.0,1895568613.0,0.85,0.7,1.0,1241847096.0,1126939085.0,46.0,0.0,795.0,1.0,16.0,5.0,242.0,3.0,381.646
1.0,653.0,6.0,3.0,542.0,6.0,61.0,1.0,1.0,347.0,47.0,104.0,8.0,1648998009.0,0.67,0.77,0.0,1343701893.0,1656952010.0,27.0,1.0,701.0,0.0,24.0,1.0,170.0,1.0,198.068
0.0,0.0,5.0,3.0,676.0,7.0,47.0,0.0,0.0,319.0,81.0,78.0,7.0,1611763840.0,0.74,0.72,0.0,1631020288.0,1530473984.0,50.0,1.0,677.0,0.0,32.0,1.0,231.0,1.0,170.83
0.0,0.0,5.0,3.0,661.0,7.0,48.0,0.0,0.0,336.0,81.0,79.0,7.0,1649450624.0,0.73,0.7,0.0,1625980032.0,1520115456.0,50.0,1.0,724.0,0.0,32.0,1.0,226.0,1.0,178.839
0.0,0.0,5.0,2.0,657.0,7.0,48.0,0.0,0.0,341.0,83.0,79.0,7.0,1661611008.0,0.7,0.71,0.0,1644889472.0,1523638528.0,46.0,1.0,705.0,0.0,32.0,1.0,225.0,1.0,247.11
1.0,874.0,4.0,2.0,384.0,7.0,49.0,1.0,0.0,295.0,64.0,80.0,6.0,1169097078.0,0.85,0.73,1.0,1301738019.0,1774847250.0,25.0,1.0,773.0,1.0,45.0,4.0,251.0,3.0,222.667
0.0,0.0,4.0,2.0,384.0,7.0,34.0,0.0,1.0,226.0,103.0,36.0,10.0,1076518247.0,0.53,0.82,1.0,1560186040.0,1438041602.0,57.0,0.0,919.0,1.0,23.0,3.0,215.0,2.0,216.666
0.0,0.0,4.0,2.0,411.0,4.0,52.0,0.0,0.0,409.0,91.0,96.0,9.0,1585960688.0,0.56,0.57,1.0,1886299271.0,1580410513.0,34.0,1.0,867.0,1.0,44.0,2.0,189.0,4.0,327.282
0.0,0.0,5.0,3.0,669.0,7.0,47.0,0.0,0.0,321.0,81.0,78.0,7.0,1608852480.0,0.73,0.72,0.0,1621542400.0,1537955584.0,50.0,0.0,692.0,0.0,32.0,1.0,231.0,1.0,199.513
0.0,0.0,5.0,3.0,663.0,7.0,47.0,0.0,0.0,314.0,79.0,77.0,7.0,1604058368.0,0.74,0.71,0.0,1616868096.0,1537861248.0,50.0,0.0,712.0,0.0,32.0,1.0,236.0,1.0,182.237
0.0,0.0,5.0,3.0,658.0,6.0,46.0,0.0,0.0,331.0,82.0,75.0,7.0,1572417920.0,0.74,0.71,0.0,1596597760.0,1506109440.0,49.0,0.0,720.0,0.0,32.0,1.0,237.0,1.0,206.554
1.0,626.0,6.0,3.0,509.0,4.0,49.0,1.0,0.0,429.0,84.0,115.0,6.0,2118185318.0,0.58,0.73,0.0,2045776988.0,1844178023.0,45.0,1.0,689.0,1.0,24.0,4.0,178.0,4.0,246.795
1.0,673.0,4.0,2.0,384.0,5.0,51.0,1.0,0.0,455.0,83.0,61.0,7.0,1212555300.0,0.9,0.71,0.0,1550611304.0,2004208218.0,58.0,0.0,945.0,0.0,37.0,4.0,197.0,4.0,309.007
0.0,0.0,4.0,2.0,384.0,7.0,56.0,1.0,1.0,367.0,99.0,42.0,6.0,1374891516.0,0.83,0.84,1.0,1450822155.0,1849280234.0,59.0,1.0,791.0,0.0,48.0,4.0,233.0,3.0,212.962
0.0,0.0,5.0,3.0,670.0,7.0,47.0,0.0,0.0,323.0,78.0,77.0,7.0,1595374080.0,0.73,0.71,0.0,1641659520.0,1526103680.0,50.0,1.0,735.0,0.0,32.0,1.0,235.0,1.0,174.659
0.0,0.0,5.0,3.0,666.0,7.0,47.0,0.0,0.0,322.0,76.0,73.0,7.0,1598367488.0,0.73,0.72,0.0,1645764352.0,1561167872.0,50.0,1.0,708.0,0.0,32.0,1.0,236.0,1.0,221.866
0.0,0.0,5.0,3.0,656.0,7.0,47.0,0.0,0.0,322.0,77.0,77.0,7.0,1559747328.0,0.71,0.72,0.0,1630222592.0,1556271616.0,49.0,1.0,717.0,0.0,32.0,1.0,238.0,1.0,183.176
1.0,742.0,5.0,2.0,441.0,5.0,51.0,1.0,1.0,350.0,64.0,49.0,6.0,2049191663.0,0.86,0.66,0.0,1626204664.0,1322679608.0,30.0,0.0,690.0,0.0,44.0,5.0,197.0,4.0,263.21
0.0,0.0,3.0,1.0,384.0,8.0,36.0,1.0,0.0,335.0,73.0,35.0,8.0,1870517200.0,0.72,0.76,1.0,1587905457.0,1222491635.0,71.0,0.0,549.0,0.0,43.0,4.0,338.0,3.0,302.656
1.0,729.0,3.0,1.0,384.0,4.0,36.0,0.0,1.0,373.0,55.0,53.0,4.0,2049299982.0,0.62,0.85,1.0,1421566932.0,1190069045.0,24.0,0.0,509.0,1.0,40.0,1.0,201.0,4.0,558.396
0.0,0.0,5.0,3.0,653.0,7.0,47.0,0.0,0.0,328.0,78.0,76.0,7.0,1591696128.0,0.73,0.71,0.0,1668573440.0,1540786688.0,50.0,0.0,728.0,0.0,32.0,1.0,240.0,1.0,182.078
0.0,0.0,5.0,3.0,642.0,7.0,47.0,0.0,0.0,326.0,82.0,76.0,7.0,1581617024.0,0.71,0.71,0.0,1672685568.0,1539228672.0,49.0,0.0,728.0,0.0,32.0,1.0,241.0,1.0,217.841
0.0,0.0,5.0,3.0,635.0,6.0,47.0,0.0,0.0,321.0,83.0,78.0,7.0,1612713984.0,0.72,0.7,0.0,1642174720.0,1553276160.0,50.0,0.0,741.0,0.0,32.0,1.0,234.0,1.0,199.781
0.0,0.0,3.0,1.0,384.0,4.0,46.0,0.0,1.0,256.0,40.0,92.0,6.0,1387898038.0,0.67,0.84,0.0,1086856432.0,1819409925.0,24.0,0.0,785.0,0.0,21.0,4.0,262.0,2.0,513.816
1.0,957.0,5.0,2.0,592.0,5.0,55.0,1.0,1.0,293.0,123.0,72.0,8.0,1185404098.0,0.8,0.64,1.0,1481671414.0,1991421313.0,55.0,0.0,941.0,0.0,44.0,5.0,297.0,2.0,290.717
1.0,624.0,4.0,2.0,484.0,4.0,46.0,1.0,0.0,301.0,41.0,94.0,8.0,1315174574.0,0.75,0.63,1.0,1630678844.0,1498241629.0,30.0,1.0,971.0,0.0,40.0,2.0,156.0,4.0,309.873
0.0,0.0,5.0,3.0,653.0,7.0,47.0,0.0,0.0,331.0,79.0,76.0,7.0,1598501632.0,0.73,0.7,0.0,1657321984.0,1550801920.0,50.0,1.0,741.0,0.0,32.0,1.0,233.0,1.0,203.986
0.0,0.0,5.0,3.0,650.0,7.0,47.0,0.0,0.0,333.0,76.0,75.0,7.0,1586782464.0,0.74,0.7,0.0,1679784064.0,1557065728.0,49.0,1.0,734.0,0.0,32.0,1.0,230.0,1.0,175.616
0.0,0.0,5.0,3.0,643.0,6.0,47.0,0.0,0.0,319.0,80.0,77.0,7.0,1593394048.0,0.72,0.69,0.0,1620949504.0,1540079232.0,50.0,1.0,723.0,0.0,32.0,1.0,234.0,1.0,196.806
0.0,0.0,4.0,2.0,387.0,5.0,59.0,1.0,1.0,354.0,75.0,62.0,7.0,2141672326.0,0.67,0.75,1.0,1951374248.0,1983735851.0,50.0,1.0,547.0,0.0,39.0,1.0,292.0,1.0,305.615
0.0,0.0,4.0,2.0,448.0,6.0,63.0,1.0,0.0,365.0,51.0,62.0,9.0,1269398622.0,0.77,0.78,1.0,1743733798.0,1878659666.0,65.0,0.0,552.0,0.0,47.0,4.0,186.0,1.0,236.013
0.0,0.0,3.0,1.0,384.0,8.0,49.0,1.0,1.0,318.0,85.0,89.0,7.0,2035573634.0,0.79,0.65,1.0,1178685575.0,1158134050.0,48.0,0.0,874.0,1.0,16.0,3.0,345.0,2.0,304.025
0.0,0.0,5.0,3.0,652.0,7.0,47.0,0.0,0.0,342.0,76.0,74.0,7.0,1564080128.0,0.74,0.68,0.0,1667622912.0,1573776000.0,48.0,0.0,722.0,0.0,32.0,1.0,228.0,1.0,202.529
0.0,0.0,5.0,3.0,650.0,7.0,48.0,0.0,0.0,335.0,77.0,78.0,7.0,1567384576.0,0.71,0.69,0.0,1641995648.0,1546575744.0,48.0,0.0,730.0,0.0,32.0,1.0,242.0,1.0,187.195
0.0,0.0,5.0,3.0,643.0,7.0,47.0,0.0,0.0,346.0,81.0,78.0,7.0,1555612928.0,0.73,0.69,0.0,1654597888.0,1518210304.0,49.0,0.0,720.0,0.0,32.0,1.0,236.0,1.0,181.468
0.0,0.0,7.0,3.0,497.0,6.0,35.0,1.0,0.0,235.0,124.0,102.0,4.0,1799795898.0,0.66,0.68,0.0,1825786265.0,1112525445.0,54.0,0.0,842.0,1.0,43.0,4.0,313.0,1.0,209.235
1.0,817.0,3.0,1.0,384.0,6.0,34.0,0.0,0.0,435.0,41.0,48.0,4.0,1376412202.0,0.59,0.66,0.0,1191450834.0,1249468349.0,57.0,0.0,523.0,1.0,36.0,1.0,325.0,1.0,378.788
1.0,938.0,4.0,2.0,384.0,8.0,42.0,1.0,1.0,403.0,113.0,40.0,7.0,1662779843.0,0.6,0.75,0.0,1578535795.0,1400324637.0,44.0,1.0,543.0,1.0,47.0,3.0,312.0,1.0,227.695
0.0,0.0,5.0,3.0,627.0,7.0,47.0,0.0,0.0,336.0,81.0,77.0,7.0,1558183936.0,0.73,0.69,0.0,1639447168.0,1528612224.0,49.0,1.0,713.0,0.0,32.0,1.0,237.0,1.0,182.523
0.0,0.0,5.0,3.0,649.0,7.0,47.0,0.0,0.0,346.0,80.0,78.0,7.0,1566141952.0,0.72,0.69,0.0,1698586880.0,1518892544.0,49.0,1.0,728.0,0.0,32.0,1.0,239.0,1.0,217.346
0.0,0.0,5.0,3.0,649.0,7.0,48.0,0.0,0.0,346.0,78.0,81.0,7.0,1592390528.0,0.71,0.69,0.0,1655739648.0,1538821376.0,47.0,1.0,734.0,0.0,32.0,1.0,242.0,1.0,180.087
