spark.maxRemoteBlockSizeFetchToMem,spark.executor.memoryOverhead,spark.scheduler.revive.interval,spark.memory.storageFraction,runtime
2025745926.0,756.0,927.0,0.57,195.68523470643703
1853161054.467081,642.0772706384821,559.848720239795,0.666527780749969,195.68523470643703
1240726632.1580558,877.0,533.6530446021881,0.8434346509088781,195.68523470643703
1146578232.7250223,821.8194193956041,626.5748558545181,0.5090161823691609,195.68523470643703
2065704325.678063,876.4181268367029,755.4610359451387,0.7145571269211387,195.68523470643703
2147483135.0,457.3526300484725,883.1266942090183,0.8169726843778198,195.68523470643703
1143171058.5181274,384.0,592.6967075431526,0.797842339445978,195.68523470643703
2133061363.6100016,725.4078292381375,941.5609600905285,0.5,195.68523470643703
2120389486.7889886,796.0566165340324,504.78751143064574,0.6892582952716975,195.68523470643703
1500810666.2775345,565.2748299121308,728.7820872972445,0.7551353564159404,195.68523470643703
1793960831.91715,752.1375430681942,914.9680472277169,0.7106145036021106,195.68523470643703
1579886886.9576576,688.3925303981463,500.0,0.7202214225881637,195.68523470643703
2085251551.1081982,618.066125993449,946.8607853212279,0.6420902861004095,195.68523470643703
1813671209.5972838,384.0063151690706,603.8552133845076,0.6446551308084177,195.68523470643703
1638261590.6640172,572.9082830960552,774.8211003162253,0.583091098090554,195.68523470643703
1267622276.211111,418.74296232417043,645.1705751735517,0.6800022311704481,195.68523470643703
1804559953.8193598,543.6547035643825,500.0,0.6532828147328686,195.68523470643703
1722466235.5715687,452.91635653849403,843.755882112855,0.8053411157062027,195.68523470643703
2078686577.4818316,727.1987300961271,598.2860969582127,0.674268929376582,195.68523470643703
1341718524.3502116,427.52074271955155,983.7399307333521,0.8022178912906927,195.68523470643703
1086707944.1562777,673.2368835794439,983.1698896882594,0.5593281676699756,195.68523470643703
1561183700.37965,861.0659860169544,887.1350297314841,0.8992202836982159,195.68523470643703
1149098415.5593257,812.7914829197557,561.2784330561799,0.8404710983052924,195.68523470643703
1313613488.332087,485.91978407040256,1000.0,0.8521259262074989,195.68523470643703
1270377899.2115774,649.9671561960795,915.0396747600208,0.9,195.68523470643703
1169480792.3130426,502.90781713155025,695.5446020849162,0.6112860189358092,195.68523470643703
1577183701.0744777,509.2987590788873,712.1897417910515,0.5778158517057534,195.68523470643703
1267750259.6239913,582.5210908371919,786.6403775450813,0.8727158235642295,195.68523470643703
1451691847.3480392,718.1089325151975,716.0101426131916,0.6593379855844756,195.68523470643703
1852861341.5680962,695.6230463651791,681.4697208222001,0.5165597421101856,195.68523470643703
