spark.default.parallelism,spark.rdd.compress,runtime
475.0,1.0,240.01984752308238
350.0,0.0,240.01984752308238
348.6637973318497,1.0,240.01984752308238
359.3015676426279,0.0,240.01984752308238
350.8723927652904,0.9211689870816409,240.01984752308238
363.22606115192184,1.0,240.01984752308238
249.00410601710962,0.8870682330069835,240.01984752308238
378.51336155546403,1.0,240.01984752308238
371.8466717021953,0.16700326657258668,240.01984752308238
430.8392915184951,0.34253301482627907,240.01984752308238
291.59468819408863,0.8845284949587185,240.01984752308238
434.3202799107728,0.4949831344708109,240.01984752308238
349.0956721398153,0.21882540765015418,240.01984752308238
200.0,0.8824159711366889,240.01984752308238
358.9177398030414,0.35090797559067766,240.01984752308238
500.0,0.018207691283624424,240.01984752308238
470.2752414200294,0.06358221936266963,240.01984752308238
359.59828683420926,0.12155173054657814,240.01984752308238
260.5634829868849,0.8779546535139806,240.01984752308238
488.9172008274842,0.14648674170207635,240.01984752308238
200.0,0.01957512704004872,240.01984752308238
244.8235527168688,0.0,240.01984752308238
399.34324045786286,0.2170792518243318,240.01984752308238
200.0,0.24123014193932707,240.01984752308238
500.0,1.0,240.01984752308238
200.0,0.44563643855123625,240.01984752308238
213.68388378398703,0.0052298355006799024,240.01984752308238
359.1143367359371,0.4886907375959819,240.01984752308238
418.6845709820426,0.7597192203575437,240.01984752308238
200.0,0.7603287369220534,240.01984752308238
