spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.reducer.maxReqsInFlight,spark.reducer.maxBlocksInFlightPerAddress,spark.maxRemoteBlockSizeFetchToMem,spark.kryoserializer.buffer,spark.shuffle.file.buffer,spark.broadcast.blockSize,spark.reducer.maxSizeInFlight,spark.default.parallelism,runtime
3.0,6.0,8.0,1339052416.0,1875235968.0,1131467904.0,42.0,20.0,60.0,45.0,309.0,294.3650368703274
3.70239837241109,6.111294988994663,7.0,1713171283.0474052,1912727638.4176984,1476838734.2392619,62.80141173843137,41.60475906750821,60.139936293022515,65.54369858473382,343.86923701545396,207.03823997624127
3.632996943647612,5.989898348552307,8.0,1138611749.8503122,1859072239.6592898,1102324543.42358,48.49146486917199,28.260566289224762,60.45472508444147,39.84619570138676,316.70982670419625,203.72384586979234
3.584157013819036,5.88970062414675,7.999438185473707,1145831885.7851043,1862527616.0870576,1073741567.0,43.735056785228736,28.3369058050581,64.0,40.866725733192865,316.83417201642646,203.31111321398586
3.672616257199026,5.8232911440056,7.975904707641785,1073741823.0,1789932688.7429683,1143374660.5160532,55.10876383714812,19.106114558512218,56.86981028149958,43.819309433337146,329.6676832451726,201.02224376034832
3.675108253765982,6.087145213941682,8.0,1195224537.3764224,1788674724.5009222,1074535618.6254067,54.680226007901,19.047384082783246,56.6990642930431,45.39648223142287,321.4899244023217,201.26606062835702
4.0,4.147291725559798,8.0,1211209636.8412821,2015013001.8052492,1579066194.5256872,65.85953880679614,25.54631503231922,50.253058919153254,72.0,338.4362108181738,200.16564583917577
4.0,4.1552620470620205,8.0,1193670732.8712478,2008881910.097389,1595406759.7869658,73.12337619045147,24.973223336576275,50.77593925800337,72.0,328.54163725668747,200.10278181694667
3.9863287590250835,5.467645873856233,7.853605865052332,1197200753.233111,2057309111.1332107,1582150690.3796556,65.23944060946442,25.428130026146263,46.978230867179356,72.0,338.7151881922842,198.79760375562682
3.9848847709298107,7.0,7.819859855289076,1109912996.8700848,2051191905.7543159,1574954261.6492915,64.03266959415836,28.980708859233278,47.10389823361528,71.11099564090968,336.9513001890988,198.43547094163227
3.9943890876322725,6.784250842729163,7.885823780149309,1073741823.0,2068663749.9968863,1574047798.4135156,61.76629072224544,29.998661584321425,44.814487206906826,70.89210857556736,336.95678653553637,197.79079514636794
4.0,7.0,7.845719462863256,1073741823.0,2040170011.1608126,1786350488.3317182,61.62360136852959,30.542604435119326,43.3121842887978,70.83733892410204,336.8294818162877,197.7248254982821
4.0,7.0,7.886596267278643,1112481584.1541424,2067451267.9054034,1167147036.4079664,47.65265198487406,29.216710755828437,46.25864606840645,70.95407329748377,333.73357441276346,195.78755097476085
4.0,6.858256918628538,7.924789690541796,1136567522.6452765,2064349531.632503,1158284377.0541728,68.29386479336134,29.55113862639076,44.18760434811166,70.94560077870887,332.7291460537316,195.92167205548594
3.999966698769331,6.631639421833965,7.932770759178231,1165173214.7587998,2081680110.0500152,1138270112.4296126,69.06523393103406,29.906291335103102,44.29647875635149,70.82713789782225,332.6479056355049,196.74198047775894
3.913130534876483,6.684688781571689,7.933131460333503,1370704671.3034782,2080551209.9032726,1111859448.915089,67.46755396187206,29.731165989099722,44.0196858080628,70.81022152489128,330.5964396982703,196.74198047775894
3.9130541278641013,7.0,7.944562716895701,1333533313.9243934,2091676559.4392095,1073741567.0,75.01562005663824,28.59971550907746,42.295278479498855,70.94704955253046,329.19034482030133,196.74198047775894
3.9257001832246967,7.0,7.948636220998804,1360478978.661658,2085829989.5331526,1124956686.8406665,74.33692442040902,28.212152830128886,42.15932712824973,70.95697074431828,328.15623484944854,196.74198047775894
3.9566297501619707,6.65635424998982,7.922480886908229,1398542955.0193775,2077001600.744971,1148077046.565003,95.96298774929141,28.09563259179767,41.61952710601365,71.04143299784144,330.81383441576384,196.74198047775894
3.9566297501619707,5.89318533162872,7.922480886908229,1398542955.0193775,2077001600.744971,1148077046.565003,95.96298774929141,28.09563259179767,41.61952710601365,71.04143299784144,330.81383441576384,196.74198047775894
3.9288503907407244,3.7005241777394273,7.919166743758563,1120358773.5829744,1918660939.6140792,2029400705.0112548,108.01822677603178,28.10768291005275,32.0,67.00122647133537,317.0718742660875,196.97285779300324
3.8537949501259376,5.0591822634995545,7.751036505848931,1140697505.5905595,1813358843.6066158,2147483135.0,91.09750693430124,27.099712223441994,37.251000445897915,65.9042813078215,314.89996302474685,196.97285779300324
3.8276473286767363,4.981639267149728,7.72339590385141,1140764333.4314785,1830964366.6354566,2147197921.3923914,91.41047958008087,27.314097960257083,38.92441372948912,65.90285497334325,315.9126650588772,196.97285779300324
3.717930671544968,6.412786919502896,7.752340128878894,1142355131.0304818,1835871645.9989161,2145176654.421757,96.1905333204574,26.378618159204937,42.87543689637231,65.48752359444521,320.47541628511226,196.86781197670254
3.920483855539219,4.640052728652708,8.0,1137878221.3371668,1895517203.3170648,2147483135.0,92.2998097695372,27.58656659746122,42.2311438103705,65.77101000069574,316.01063772034917,196.7696699169472
3.920483855539219,3.1482551831077212,8.0,1137878221.3371668,1895517203.3170648,2147483135.0,73.88167125673266,27.58656659746122,42.2311438103705,65.77101000069574,316.01063772034917,196.7696699169472
3.83672128043632,3.89830392580635,7.804946569434418,1139840346.3197565,1898624185.1690927,2146135042.6508017,93.95056403293202,28.204820000705865,44.498209862832006,66.18517599417538,320.3430507200311,196.7696699169472
3.587290491618251,3.226675308043964,7.796735346069536,1137909970.609671,1902250285.6347098,2147233260.6885538,93.81306240750835,28.1240004417851,42.62233007131932,66.28234456168745,319.89210330210483,196.7696699169472
3.933834577728779,4.8271743844674315,7.756488292501581,1138583599.0377274,1857500191.0520263,2145873758.7486382,90.0554916016139,26.812159348300916,42.79867602229702,66.36691358909863,316.04702264371815,196.7696699169472
3.9098950504905443,3.296909920470764,7.719747209955671,1137497652.3910043,1897479885.1039224,2147453612.5646124,93.06522425548036,22.536847314297447,44.28873310574023,66.16696028550516,319.4200252312097,196.7696699169472
