spark.executor.cores,spark.executor.memory,spark.reducer.maxBlocksInFlightPerAddress,spark.executor.instances,spark.shuffle.file.buffer,spark.reducer.maxReqsInFlight,spark.maxRemoteBlockSizeFetchToMem,spark.reducer.maxSizeInFlight,runtime
3.0,6.0,1889193221.0,8.0,20.0,1346906111.0,1078559276.0,45.0,189.7081111111111
3.0,5.071344410545047,1875822246.3319526,8.0,21.96685008492234,1434200221.4495897,1164977049.7030003,45.94822994138856,189.7081111111111
3.3235990019760226,6.000847269386901,1884440796.7049263,7.785800766432416,21.53910653433767,1358007939.7495828,2002855807.5851417,44.64707297727223,189.7081111111111
2.920171712855139,6.294863172257925,1861579378.45517,7.5230906435265865,36.58638420590537,1888562198.2046423,1387558642.5830014,61.01901939935343,189.7081111111111
3.8024779253115235,6.051615590127004,1939334812.1954565,7.75098774232973,22.38459036059815,2039268169.2259045,1073741567.0,39.70149209924492,189.7081111111111
2.685065504021331,5.232873704895701,1951877922.095325,8.0,16.0,2110886618.9882677,1968508874.5064297,54.56109850408971,189.7081111111111
3.0454344544288827,7.0,1866542452.290712,7.844062449090473,20.177685883902782,1315004039.6061075,1073741567.0,38.19315199076185,189.7081111111111
3.136683691035005,6.123301047817295,1917406093.9823973,7.555887374113838,19.364546411384786,1096266128.7788088,1102057886.498005,24.373550814186352,189.7081111111111
3.37779072039478,6.053541846988022,1995936354.1524868,8.0,21.511177707861762,2110730302.503131,1358149621.5496292,45.206844907831254,189.7081111111111
3.995398474910168,4.938600727135786,1905445567.376832,7.644770984796352,37.37019851157029,1480441781.680422,1075430889.0889943,46.68409724041483,189.7081111111111
3.455455897089999,6.152748224863315,1866273046.7016768,7.872624017137172,16.15455735878749,1541851306.6058788,1073741567.0,37.875073294593875,189.7081111111111
2.85706202804447,6.638109519777366,1919422757.6240277,7.738353438660993,18.95596014394318,1148985293.413869,1107683371.967785,36.42035972050702,189.7081111111111
2.746290449076068,5.400717244373475,1934812230.262092,7.975414611622903,29.307003915909654,1364012678.5206697,1763081268.4559894,50.552777889199284,189.7081111111111
3.928747060056008,6.947151526785891,1968676751.551207,7.783802553838017,20.109613226675897,1633893783.309558,1204160353.8068647,31.760651880120832,189.7081111111111
3.3601412180598276,6.682602708615223,1935141080.049879,7.7051120264697595,16.0,1220013870.0418615,1163306118.2571797,24.0,189.7081111111111
3.9498226827227754,6.949103536648482,1968764070.6647887,7.8246399970021665,19.48023212280942,1644961720.8162715,1194084771.068792,34.92637969990718,189.7081111111111
3.907901390315321,5.056404357243381,1933620013.6064987,8.0,33.04075517230433,1348507239.0323315,1387084874.4012923,38.16573251903848,189.7081111111111
3.2109645747940334,7.0,1955768892.4098628,7.955998556200171,31.002794841092037,1317105456.55024,1318267407.056859,29.309051482690045,189.7081111111111
3.9921100444837907,6.8903448282907345,1838670735.1436367,7.839391099651131,16.48328113008225,1436056899.2926626,1413402514.7595482,24.0,189.7081111111111
3.773040959922266,6.992565125595729,1899165237.7214115,7.967388583753116,36.79469228893885,1121441307.736522,1506706084.3754053,40.13515676442037,189.7081111111111
4.0,6.9179923524130755,1944065305.805245,7.882907258832853,25.6221824468656,1735760527.6136322,1088831119.6643915,43.67443538910422,189.7081111111111
3.465943642445466,6.971139694403332,1988062953.8356166,7.8063587169110615,19.174634144268616,2113274939.4379091,1153441176.880003,35.61425547195981,189.7081111111111
3.253328635111945,7.0,1947709133.2096753,7.81105428781388,16.470861301534175,1885836182.297999,1143370468.1391292,37.55406477261435,189.7081111111111
3.780708564379619,7.0,1991191074.0669851,7.855985226267055,18.72892523562326,1977035531.7081933,1094145351.1411548,32.21928034063946,189.7081111111111
3.766266366285608,6.978743718027031,1931103997.144565,8.0,32.075832933571945,1299824659.9056532,1380572500.9311774,39.517976979423196,189.7081111111111
3.964115110633244,6.969896880536503,1890333668.2573266,7.979282651905319,29.188521147664574,1073741823.0,1383123771.8270981,42.35783663413723,189.7081111111111
3.1353317305712762,6.177652060026477,1891316577.5977068,7.900423350719178,36.051787335255945,1073741823.0,1952998150.9538455,30.523070799426733,189.7081111111111
3.8876889426288592,6.030851577657764,1994558867.4412913,7.592066662305816,31.129009300420186,1998098058.107407,1513023640.8165994,41.737430892723836,189.7081111111111
3.9617534698305326,6.95966716758336,1886377727.633372,7.902057257967641,42.09615658659069,1219345688.4652963,1772791937.6180575,47.26433358857097,189.7081111111111
3.902483476654782,5.758775828665602,1885360596.1382902,8.0,40.217545558153816,1267475014.9081516,1771244023.070189,72.0,189.7081111111111
