,target,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold
1,457.231,27.85536429155959,0.7203244934421581,0.00011437481734488664,290.69977178955196,4.4402676724513395,8.554031568612787,9.117561268266025,857.7637567760185,70.08967752614431,83.72640646432227,4.772750629629654,1809490227.7801933,0.581780899892607,0.8781174363909454,28.04489543467639,0.768187004071361,0.41730480236712697,1673630458.4455886,1224481150.5130224,33.508871476074184,0.8007445686755367,984.1307878596988,0.31342417815924284,38.15432370141805,4.505556609184153,457.8426654015389,0.5340176845479112,1.3514930490959411
2,363.628,12.529486013003272,0.8781425034294131,0.0983468338330501,326.3322875015157,6.873668590451506,11.198991709838102,12.15126268370284,816.5719301093122,97.90408905743203,112.1240645021478,1.1645944960977261,1879202699.955295,0.8955444355625979,0.7481656543798394,287.1746478739509,0.8157117313805955,0.10322600657764203,1554663834.7539082,2049338815.7693782,38.09347912193662,0.28777533858634874,565.0142860591388,0.019366957870297075,37.72273705407651,1.8465124640002362,206.2186637488905,0.6966292637121353,1.4802629060537233
3,327.672,37.59529154050481,0.14672857490581015,0.5893055369032842,409.92750800627937,4.307003286483478,10.48433592691741,12.16640094636647,951.8397785213836,36.795532058824364,83.44605496788911,6.974151806978099,1626599409.527616,0.8778379023963254,0.5865550405019929,925.0835612547927,0.554989881658495,0.13927634725075855,1940671618.0206747,1500744075.3073974,31.937001461612773,0.9275085803960339,673.8829298727533,0.7508121031361555,39.23193553121445,4.533224364823239,349.4688828222436,0.800376973610935,4.140085077800583
4,652.788,18.735529289431618,0.8958862181960668,0.4280911898712949,489.45201414451566,5.990324493455344,11.730174321254731,8.688475837720251,1685.7497736873947,75.1915648140743,87.52540298116465,4.673231224851531,1328247288.4244535,0.8613518082249015,0.5736794866722859,2.9392148799067854,0.7468579654482895,0.32664490177209615,1639666151.072064,2025014908.6723402,41.14894848011999,0.9085351509197992,811.6800578959014,0.015821242846556283,45.74199147980036,3.763587670067696,498.9291401805922,0.5689362033381314,2.2342217466599
5,266.478,59.82091870830414,0.6968181614899002,0.06600017272206249,426.6389157807399,6.261628565383739,13.5381472132789,12.26914855177083,554.3754888638377,33.90849284862038,34.51625474026105,1.2547583921871515,1338108624.7870486,0.8440111794731553,0.5388310643416528,566.0897061742243,0.8368123569438424,0.12417331511991114,1373513015.7324514,1702696051.560533,70.54059591934438,0.56103021925571,509.32364468647154,0.8006326726806163,23.455176762912654,4.2284207824751165,255.1442576256687,0.8454167418237715,7.724094784634661
6,576.024,36.48689450740597,0.13645522566068502,0.05991768951221166,236.4030367222212,4.133655635634285,8.644964774636557,9.354256031647129,1361.5078921046497,85.73283027719768,33.20537409527512,1.6477685172053809,2112346370.2637775,0.7272401847679768,0.20329323466099047,258.3815624400112,0.7975303416300372,0.1954294811093188,1697971217.9690711,2115292855.4001446,64.6477824715217,0.23984775914758616,746.884857134365,0.6199557183813798,42.52738878560572,1.627165578584337,107.4304808709638,0.5280088574876889,5.3771059984332865
7,309.499,7.724992875665464,0.1862602113776709,0.34556072704304774,319.030242269201,5.616450202010071,10.515167086419769,12.111317002380556,664.3040343819105,116.29927389353077,34.62920894700091,7.03420759160562,1521819079.827609,0.7234759313783007,0.14038693859523377,202.85592482291588,0.8202978274702146,0.9682615757193975,1410278471.7424064,1817117571.1452203,66.06667931020984,0.8946066635038473,542.522105684889,0.03905478323288236,21.434573426066205,4.512570013717653,139.33873353322002,0.6684430500020209,9.621005771354518
8,289.568,13.570376827053625,0.7950818595235931,0.7521908148410519,385.22019952933965,6.3080235955669215,10.021135470265332,12.488863670787888,1312.8817010656303,38.505960114581725,42.60833010891486,1.9602626308781292,1937099217.1447914,0.5405905419785119,0.2109103704874209,874.0819889824942,0.7917327350670258,0.6651186621579239,1255355383.0648396,1803969159.387875,24.124263831722267,0.5164001090446483,611.6528131872268,0.4696586191359642,29.468805514625924,1.723798075931636,232.5533120426338,0.6489736491629006,2.060352870684933
9,625.998,57.252184328889896,0.7924565616647421,0.19228657528621462,481.34899142304226,5.846789042620349,12.934500175240986,10.492051534977211,692.5813007370685,45.11645157941866,63.505671153534045,5.52884504468377,1524630115.4607575,0.7893821419799546,0.8890847261465596,292.10166292910594,0.7357401351881885,0.3321301250466048,1544006962.7891564,1570532261.5385783,47.774267636815765,0.7530977200449394,562.8058734901716,0.9051462281552793,34.220720802413084,2.4224524927623095,301.28289504779264,0.8259621492018336,7.19971556938491
10,625.998,20.51655695651658,0.701231914093989,0.49084504908886817,352.5621823953793,6.161537696675901,8.424215429364247,13.459865113733537,1569.2397848550563,67.55570577724775,101.08124111903808,7.36609394931337,1294991565.3120427,0.8914096695777229,0.21363881031633625,646.332991047216,0.5519290489246543,0.5825965771921816,1522181320.038229,1816104711.3632236,48.49143552741751,0.41873072435035796,752.5360891422421,0.22891190968790187,42.909466106799755,4.185901015765927,248.6645442920314,0.8175232578224798,1.1950093696308488
