,,target,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold
11,530.027  [11],530.027,55,0,0,299,1,4,6,823,34,40,7,1795332364,0.86,0,525,0.78,1,1487440048,1854924278,59,1,740,1,41,5,342,1
12,181.05  [12],181.05,57,0,1,376,3,7,3,441,95,85,10,1105398013,0.73,1,871,0.7,1,1493570686,1243495023,41,1,729,0,34,5,333,1
13,219.249  [13],219.249,51.11470648,0.546738493,0.860937248,398.5766958,2.580688521,6.394481003,3.044755328,415.8411083,110.1240496,94.01720418,4.029843828,1476719250,0.831354847,0.189306493,139.8950314,0.597899544,0.657456636,1256680746,2119464430,31.60765488,0.443144011,694.0686502,0.586356825,43.6365632,1.645195115,287.1988606,3.217346657
14,157.421  [14],157.421,40.86941703,0.420808085,0.545007726,284.4965684,3.552084296,7.013948156,4.39063104,661.5648275,79.242995,120.9111419,5.59328289,1880737815,0.684939602,0.124457772,309.9786507,0.579909493,0.523022378,1101001941,2117159375,48.78801568,0.405088891,833.2337941,0.580571916,34.925768,3.680348613,280.5633621,3.233633284
15,153.378  [15],153.378,40.14535572,0.789519947,0.392078309,289.1701453,3.90567497,6.930630311,4.348270978,753.5970746,72.44673783,100.2838223,7.30901635,1956170653,0.519873534,0.2745661,145.1343139,0.832238961,0.11710275,1158316942,1643501927,42.20278115,0.447290589,879.5886726,0.163702739,23.69932935,4.858098759,272.8716813,3.288896308
16,213.447  [16],213.447,42.20734372,0.59746595,0.196588796,332.5318476,2.552504564,6.215347908,5.295616559,601.6148963,110.0115029,102.8391148,5.166533532,1945745643,0.523147367,0.839069977,531.7573594,0.700123261,0.672276015,1192769433,1786713704,46.04356941,0.890042854,927.538392,0.155942616,22.64972364,4.739305778,261.2726257,2.756643279
17,155.465  [17],155.465,39.89022615,0.855194797,0.02737425,216.0270659,3.584030698,7.754287716,6.425430356,602.9629001,50.62088731,87.40247891,6.695372974,1796091548,0.83234291,0.912924425,821.9655011,0.5914067,0.284999022,1394626509,1825869674,45.50528771,0.782357877,818.2805373,0.247648364,30.3080855,3.08499789,240.8244343,2.736586083
18,269.908  [18],269.908,39.54822582,0.802575991,0.129565839,292.2398309,2.278976699,6.778082311,5.760212891,506.5323483,82.76825564,76.87435866,5.734428855,2065856320,0.853014132,0.727340173,674.0762517,0.701686777,0.243961214,1410286713,1595984230,49.87518236,0.682908643,742.2506868,0.401597264,29.69749708,2.960526717,280.3739045,1.382295632
19,177.061  [19],177.061,47.78061647,0.921681773,0.230908216,352.6560836,2.637247768,7.62072904,6.501294593,586.7072625,91.67902616,59.98842814,6.628421987,2068797419,0.702456105,0.281355143,608.5438905,0.604199307,0.406073447,1457472217,1823744175,59.64333481,0.875438805,731.8771914,0.432978217,33.08620759,3.556050038,246.8154816,3.031262739
20,215.789  [20],215.789,50.93467069,0.586068651,0.788593829,332.2591558,3.28303794,7.231022139,6.252751102,729.4215391,56.61163027,104.4947624,6.598864975,1668817532,0.649516797,0.580389154,469.1681296,0.667986374,0.727729373,1157714199,1824595306,52.54609417,0.618240762,793.1786762,0.643074717,17.45315389,3.955048031,192.1577983,2.777068625
21,181.729  [21],181.729,41.13816233,0.363465502,0.744596914,271.1526679,2.963103771,7.592713764,5.340000977,593.036742,56.82960791,70.39453206,7.554393781,1960252914,0.758712183,0.098483205,353.7084625,0.723919563,0.534705994,1116516282,1765993464,47.18381399,0.472513839,892.90631,0.699336906,32.9425086,4.035869462,199.1881155,3.16245658
22,208.266  [22],208.266,45.05270155,0.992631798,0.460874853,347.6773687,2.637183459,5.974943856,5.931209211,822.6938777,58.21112418,69.89447439,7.369065876,1529342464,0.705060594,0.563248149,387.048989,0.647004136,0.595531335,1562743555,1371464101,42.76475597,0.486451301,867.2807081,0.234409871,21.64161259,3.505998382,239.7461322,3.073930356
23,188.952  [23],188.952,41.14563126,0.392430542,0.467337798,376.1710667,3.518628944,7.310020666,4.593896348,782.8226812,56.42030964,106.8350681,6.495094193,1186083589,0.601803411,0.073188398,294.9678834,0.570303658,0.403459174,1317439531,1848192158,54.2943014,0.693053892,808.237522,0.633016736,25.19059162,3.534388926,329.6050639,2.578000106
24,183.971  [24],183.971,38.79779334,0.542884006,0.409342063,217.847763,3.551361799,6.820106612,5.200597107,701.7060692,63.60997341,75.99853918,7.59865394,1586661348,0.76312734,0.085897963,508.5052257,0.841719795,0.292405258,1601418472,1818093510,67.49376222,0.35056468,882.3816891,0.239863266,30.06369227,2.513319727,183.9969998,2.379250221
25,178.839  [25],178.839,50.16064062,0.430691898,0.789793359,300.7500056,2.596644496,7.446179967,4.385617286,753.0729459,49.85003987,95.61467749,7.922474607,2072721133,0.610948646,0.250660545,130.8864492,0.673912623,0.334523092,1298556441,1609488183,50.06072652,0.489611401,894.9391327,0.417363909,23.44367075,3.40654369,206.9880239,3.150079792
26,214.936  [26],214.936,38.71298196,0.719960953,0.705052426,308.2743514,3.256869013,7.315976321,4.714700661,848.8589415,109.195438,115.8184369,5.749395969,1792069892,0.693679382,0.566501424,135.5763271,0.62802104,0.095414214,1422781039,1987193681,48.82221476,0.506127078,855.2730172,0.230963871,34.15884355,4.388814994,243.7606493,1.701313201
27,204.781  [27],204.781,37.48048477,0.859991074,0.40883597,320.6094176,3.385255682,6.47123929,4.838489135,712.7143553,91.62951796,112.621425,8.603606018,1820107516,0.569403063,0.52707678,280.9489201,0.66218034,0.220815554,1343174135,1785663558,54.56984385,0.540491375,718.1745035,0.493421021,20.46977804,2.867922519,209.5565454,1.736662695
28,155.52  [28],155.52,38.22868602,0.56087389,0.402018885,357.3635425,3.833991488,7.03784682,4.937727629,738.4695427,112.2926499,84.57300659,8.146538851,1801522298,0.629031827,0.242527159,687.5257175,0.731080965,0.018576009,1343429873,1384017426,37.04711544,0.500966915,754.4328463,0.069040352,26.42765963,3.213062751,271.9033566,3.209929466
29,205.388  [29],205.388,45.0731612,0.688057555,0.604620842,211.7266926,3.198990473,6.177747568,4.417687537,768.4097379,102.9269891,107.7549412,7.095516657,1746682647,0.690656405,0.547640612,313.0745097,0.760522288,0.561547918,1184828451,1417103232,52.76593763,0.480500345,718.9921937,0.572798869,32.00789204,3.926319978,241.9376466,2.341095413
30,222.62  [30],222.62,44.73236742,0.693157057,0.304564347,448.6976984,2.95248261,6.477726664,5.834247483,586.1377852,66.43695667,37.03926685,7.657429384,2044261562,0.776392277,0.323425267,365.6381079,0.819013042,0.468656064,1502758120,1446188749,42.23976689,0.68428864,986.5541181,0.521763269,30.88307808,3.709990694,214.6446718,2.952480328
31,200.304  [31],200.304,48.8921858,0.701861347,0.739396205,260.5197971,3.084624135,5.763591337,5.459388014,676.8288391,50.50086264,115.9667415,5.215708648,1182380243,0.701303544,0.297071702,214.4109207,0.573164554,0.386991744,1083805359,2070137537,51.67712066,0.511554702,707.5415215,0.480483301,35.5576119,4.350883345,244.9429495,3.320442084
32,155.508  [32],155.508,32.82335486,0.427582902,0.305815072,255.714476,3.56134423,6.848110986,4.9675758,727.1726721,61.52705243,99.17310385,5.966151631,1857496546,0.728659384,0.682394205,193.9927329,0.723746909,0.542212987,1537657588,1745452440,46.68727293,0.528380661,907.6325123,0.169753933,37.18675625,2.528094268,196.5105398,3.556249935
33,179.182  [33],179.182,38.71460286,0.627840059,0.615408419,303.3821988,3.196425755,6.672230334,5.010395095,824.6735212,42.50080757,61.05770537,7.475426445,1921690504,0.609681847,0.450410426,678.5705163,0.835773973,0.505794089,1826823065,1412615110,47.53770322,0.826736933,979.4649582,0.258435039,23.9828558,4.264151884,291.3571762,2.712885367
34,253.476  [34],253.476,45.19533426,0.780511394,0.786431808,380.4828778,1.880569778,6.706985062,5.220608231,665.403489,36.6958672,119.268774,8.182793464,1880123601,0.62835336,0.399868388,59.97830599,0.734713762,0.166079281,1403101353,1490250645,66.35020043,0.525052761,762.4170711,0.570637655,16.89187009,2.337963368,216.7117315,2.744257349
35,258.764  [35],258.764,40.26264881,0.421929501,0.779213366,264.7635694,2.389374516,6.624849866,4.194677889,583.9834881,113.9917088,111.5820435,7.135739883,1632294588,0.679222771,0.524644474,769.5517111,0.747916881,0.531404665,1370481358,1570670766,48.61812271,0.726734765,844.7892936,0.581416731,22.23041931,4.638334681,271.8047314,2.57771676
36,172.996  [36],172.996,40.30234174,0.227270598,0.637406952,343.0490123,2.781012374,7.064668331,4.561657219,633.6105668,49.29289884,70.07962874,6.849177715,1813082764,0.620399493,0.451119169,346.5110148,0.700917514,0.579315031,1216061538,1867182538,57.36277924,0.846517653,945.1519609,0.624540413,43.46205947,3.383842071,313.0113136,1.874543135
37,172.909  [37],172.909,34.01429605,0.243010533,0.046471004,290.5249517,3.535147546,6.461277228,4.802153217,798.4629245,42.70292618,81.98533714,8.637238936,1778729844,0.645047923,0.498465785,121.1777915,0.608880564,0.536350007,2028539377,1483681364,52.25202157,0.745754125,880.9148818,0.085207623,36.15221473,2.314069144,182.9664474,3.798417345
38,182.457  [38],182.457,40.20608597,0.55953369,0.679036315,315.1100372,3.142365784,7.065225668,5.334357659,694.1293988,98.86062891,101.7906459,9.154190097,1761081709,0.541311871,0.181392551,843.9452182,0.775171651,0.014514548,1309118942,1173090071,42.5386692,0.538453385,730.8024732,0.425812789,29.73749137,2.547436131,226.2128246,3.364917131
39,196.764  [39],196.764,40.63741819,0.742884649,0.451235968,278.2634384,3.2341757,5.35135242,5.198874648,830.6159901,77.88767972,76.65931514,7.289929584,1597824055,0.600549356,0.421908404,308.7406232,0.73192207,0.154448149,1549322918,1956003427,51.54065713,0.351008019,816.8190582,0.167653637,36.27871276,3.16181009,211.4727755,2.851884576
40,210.205  [40],210.205,48.81039622,0.255725228,0.169920568,339.7335063,2.811521905,6.641849908,3.889265076,581.6242708,93.73878801,85.26599883,5.913651043,1979372517,0.571960224,0.305209982,681.5198712,0.673342338,0.51704812,1457668416,1928593190,47.21376628,0.193565297,731.3087386,0.286268606,36.30278171,4.000486348,241.7045035,1.91137162
41,177.821  [41],177.821,38.34015586,0.147288775,0.152062616,317.886813,3.593160644,5.669667304,3.8437325,747.7918626,64.11936101,94.74170834,5.086384677,1775509871,0.712145667,0.801649461,218.2183086,0.651002009,0.267315551,1274122776,1759295074,53.34084284,0.722150516,738.0433496,0.21398568,33.77194452,3.551039064,240.3502969,2.931135787
42,213.784  [42],213.784,37.94458778,0.58436708,0.682942621,267.7624169,2.97709638,6.831895044,4.902970496,624.7584416,81.00393953,96.0998034,5.767159215,1535481711,0.687780041,0.876114215,185.5806727,0.701971409,0.627584813,2045564850,1877999919,31.79424628,0.441850212,918.9508337,0.021951926,24.35732021,4.166815656,182.4462227,2.385712095
43,245.054  [43],245.054,50.5329178,0.527794156,0.379203667,348.5936017,2.446059869,6.594485729,4.289322366,580.8208424,76.05276568,78.45621514,9.132187878,1878513772,0.532915279,0.537948747,467.2299386,0.892543102,0.38064414,1460193113,1344272065,45.5865981,0.82405906,915.7347873,0.062434947,23.35661358,3.859208306,272.2640247,2.987679226
44,188.933  [44],188.933,39.90162056,0.437470308,0.342652506,471.2433077,3.148615603,6.927059879,5.101842081,595.2643425,86.89288904,90.32727547,6.125880429,1859711677,0.706094169,0.243200747,454.6132454,0.512066456,0.375980833,1253445210,2073812231,37.53174606,0.800056755,922.4404758,0.60096024,42.47348223,3.013910234,313.5286804,3.614016167
45,183.168  [45],183.168,40.1361879,0.472994293,0.575774508,354.6227702,3.529636429,5.781181677,3.414847525,585.8494329,75.38399899,112.4443844,5.050148347,1778483376,0.71577559,0.583723166,676.768879,0.648016475,0.628347359,1493172429,1566623680,38.35518591,0.324462363,835.3296156,0.514713906,27.44896858,4.911602892,254.4186913,2.771538131
46,184.952  [46],184.952,34.56676605,0.573860595,0.400148327,384.3847719,2.697104208,6.631959782,4.736746552,767.0062516,40.30614613,54.46759722,6.809965737,1919774679,0.616933572,0.939430021,283.4993506,0.674784808,0.362871004,1722679955,1729374296,55.84555545,0.9003227,942.7304342,0.710849039,41.36209912,3.260100317,299.7156343,2.614770328
47,243.073  [47],243.073,46.9318187,0.060938171,0.647219038,260.3032336,2.100421342,6.752351324,4.385117311,590.3168197,65.46696374,35.36381185,5.23926002,1719448648,0.589983595,0.850070735,200.2351795,0.658357364,0.550601581,1527911480,2016231588,64.88982243,0.712463913,887.8263057,0.359797799,46.18902664,2.414928877,334.3433925,2.081986187
48,205.158  [48],205.158,37.15606382,0.448536803,0.229839254,234.3547181,3.152816537,5.95537528,4.788839038,671.7050346,73.10920942,77.69798659,7.461241836,1676436506,0.898237898,0.291937284,679.0959027,0.883928355,0.552502094,1676354771,1570274101,48.04816881,0.55061624,882.8833806,0.349912012,34.45144807,1.374104796,156.5926756,3.599246221
49,174.773  [49],174.773,34.77429027,0.488152142,0.19127091,278.1339063,2.690187003,7.477139044,5.386917618,775.3760381,78.01917314,91.61329874,5.80709867,1956193139,0.825487931,0.472761647,382.9455424,0.738235718,0.153873415,1621279906,1612682715,41.20709278,0.6013978,817.4255432,0.065368342,20.81517203,1.460559785,196.3578797,3.290184156
50,202.528  [50],202.528,38.21776647,0.376587781,0.479747724,233.5291131,3.148549519,5.72438988,4.673041335,426.1231892,111.1183029,111.2836192,4.920529425,1580144729,0.664531947,0.360198322,476.6340025,0.662222296,0.596386325,1116914086,2008466518,41.93038359,0.247709906,886.8385229,0.105912568,33.46062212,3.579623665,236.4136717,3.732934614
51,175.523  [51],175.523,34.42247075,0.611300622,0.34223194,266.1401349,3.096008264,7.946603858,5.973934131,653.5736498,71.37328395,75.61007254,4.197597171,1661862640,0.729803182,0.984590173,342.16151,0.753958339,0.62649933,1801289977,1948175166,45.85359258,0.608281994,726.3047168,0.096585726,37.09727424,3.870483571,156.0422802,3.045139229
52,219.148  [52],219.148,32.8537571,0.843584661,0.867864916,328.9005381,2.208890028,6.630980448,5.205843118,783.7503482,39.50935296,57.60599843,7.706881649,2129333419,0.56123592,0.661526154,486.7791281,0.881230204,0.683722824,2053199647,1153656211,44.9817012,0.48637599,930.8539911,0.299552891,23.61024858,3.772689645,250.265695,1.884454046
53,212.692  [53],212.692,34.03449924,0.48500496,0.514310587,453.4008318,3.252256377,7.339051793,4.806342524,651.1683497,111.6145504,73.09391277,8.271135866,1643675510,0.555325266,0.377858136,986.3602899,0.625005527,0.011120402,1375563985,1124196227,51.29653824,0.34293015,578.7052683,0.382552022,23.37318648,4.058299854,283.1657994,2.162047346
54,179.996  [54],179.996,43.47742184,0.439811395,0.446847837,223.4363262,2.971598302,6.842099593,3.743385904,651.9339219,81.95602564,107.7786622,4.434350956,1627878925,0.68048314,0.513366689,58.06750256,0.700681195,0.538384182,1103988349,1771619544,52.68954003,0.54724076,805.0043256,0.538158583,34.1434415,3.717792771,264.1425635,2.815083311
55,175.255  [55],175.255,48.15433614,0.534846426,0.478313813,205.372219,3.539281251,6.890355085,4.725328598,578.3854477,82.93666859,107.5268233,6.835976252,1758684282,0.88289158,0.876292675,90.04045042,0.764618794,0.700307614,1848045493,1497369110,36.40953106,0.400256252,863.5513369,0.216979459,42.13097277,2.411384023,169.6899589,2.278166521
56,234.842  [56],234.842,43.35993692,0.298663717,0.767200124,408.3697682,2.187672665,6.793608808,4.549734907,668.0981454,44.54004786,52.25543461,6.277964269,1594875097,0.545935061,0.63180831,174.1330716,0.78843813,0.588590925,1194380323,2010004103,60.49212444,0.863982636,934.8139905,0.323831881,38.59753119,2.784714841,283.4182109,1.14840492
