spark.maxRemoteBlockSizeFetchToMem,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.kryoserializer.buffer.max,spark.shuffle.sort.bypassMergeThreshold,spark.reducer.maxReqsInFlight,spark.executor.memoryOverhead,spark.scheduler.revive.interval,spark.kryoserializer.buffer,spark.executor.instances,spark.memory.storageFraction,spark.broadcast.blockSize,runtime
1284521339,1595465728,420,32,128,312,1302400556,813,597,74,8,0.722222222,59,217.8539635
1961901274,1595472640,417,35,119,269,1454406622,781,991,128,7,0.887301587,32,224.104097
