spark.shuffle.io.numConnectionsPerPeer,spark.executor.instances,spark.memory.storageFraction,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.default.parallelism,spark.broadcast.blockSize,spark.reducer.maxBlocksInFlightPerAddress,spark.shuffle.file.buffer,spark.scheduler.revive.interval,spark.kryoserializer.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.executor.memoryOverhead,spark.reducer.maxReqsInFlight,spark.kryoserializer.buffer.max,spark.reducer.maxSizeInFlight,spark.memory.offHeap.size,spark.locality.wait,spark.executor.memory,spark.scheduler.mode,spark.storage.memoryMapThreshold,spark.shuffle.compress,spark.broadcast.compress,runtime
2,6,0.607936508,1323210340,0.696825397,313,55,1218652674,24,759,95,243,497,1768392062,126,53,934,4,6,0,4,0,1,212.35997
3,8,0.626984127,1254076892,0.728571429,336,56,1753440902,23,504,71,243,497,1215250465,114,35,934,4,6,0,4,0,1,211.81992
