,spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,runtime
0,0.87,1,6,7,0.67,31,1342794929,312,67,592,2797.696240000001
1,0.83,1,4,8,0.56,16,1845273887,274,39,740,2854.588180000002
2,0.8799999952316284,1.0,6.0,7.0,0.6700000166893005,31.0,1342576768.0,312.0,67.0,592.0,2797.696240000001
3,0.8899999856948853,1.0,6.0,7.0,0.6700000166893005,31.0,1289112192.0,313.0,67.0,581.0,2797.696240000001
4,0.8899999856948853,1.0,6.0,7.0,0.6700000166893005,31.0,1334972544.0,307.0,63.0,593.0,2797.696240000001
5,0.8600000143051147,1.0,6.0,7.0,0.6700000166893005,31.0,1355766272.0,303.0,60.0,599.0,2798.4326900000015
6,0.85,4.0,4.0,5.0,0.68,46.0,1465804057.0,226.0,42.0,746.0,2713.5335299999992
7,0.81,2.0,3.0,6.0,0.81,19.0,1473081347.0,280.0,58.0,447.0,2803.2100800000017
